"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Nepal"," 2008","50.75 [46.86-54.83]","53.51 [49.21-58.02]","47.82 [43.95-52.03]","32 860 [30 339-35 506]","17 726 [16 298-19 217]","15 134 [13 904-16 465]"
"Nepal"," 2007","53.44 [49.43-57.64]","56.15 [51.83-60.8]","50.51 [46.53-54.82]","35 394 [32 732-38 177]","19 031 [17 549-20 587]","16 363 [15 061-17 747]"
"Nepal"," 2006","56.27 [52.22-60.56]","58.97 [54.51-63.71]","53.42 [49.34-57.84]","38 248 [35 504-41 167]","20 499 [18 942-22 142]","17 749 [16 395-19 217]"
"Nepal"," 2005","59.36 [55.21-63.8]","61.99 [57.42-66.95]","56.55 [52.33-61.1]","41 445 [38 550-44 543]","22 139 [20 504-23 899]","19 306 [17 861-20 848]"
"Nepal"," 2004","62.71 [58.46-67.38]","65.29 [60.68-70.35]","59.98 [55.64-64.71]","44 692 [41 662-48 002]","23 794 [22 110-25 630]","20 898 [19 383-22 533]"
"Nepal"," 2003","66.35 [61.98-71.19]","68.8 [64.03-73.99]","63.78 [59.31-68.75]","47 874 [44 710-51 356]","25 369 [23 614-27 276]","22 505 [20 934-24 258]"
"Nepal"," 2002","70.3 [65.77-75.31]","72.74 [67.75-78.18]","67.72 [63.06-72.87]","51 403 [48 100-55 058]","27 169 [25 307-29 192]","24 234 [22 565-26 069]"
"Nepal"," 2001","74.56 [69.85-79.7]","76.93 [71.8-82.51]","72.07 [67.24-77.38]","55 493 [52 010-59 310]","29 244 [27 303-31 349]","26 249 [24 492-28 178]"
"Nepal"," 2000","79.11 [74.2-84.47]","81.4 [76.09-87.11]","76.7 [71.71-82.25]","59 653 [55 965-63 668]","31 344 [29 301-33 527]","28 309 [26 468-30 339]"
"Nepal"," 1999","83.97 [78.87-89.58]","86.14 [80.62-92.08]","81.63 [76.44-87.45]","63 890 [60 015-68 127]","33 476 [31 326-35 751]","30 414 [28 471-32 560]"
"Nepal"," 1998","89.07 [83.73-94.92]","91.14 [85.37-97.33]","86.91 [81.44-92.91]","68 293 [64 225-72 749]","35 676 [33 427-38 089]","32 617 [30 571-34 850]"
"Nepal"," 1997","94.41 [88.79-100.57]","96.27 [90.23-102.78]","92.44 [86.65-98.71]","72 976 [68 661-77 693]","38 001 [35 629-40 543]","34 975 [32 795-37 323]"
"Nepal"," 1996","99.93 [94-106.34]","101.55 [95.26-108.36]","98.24 [92.09-104.8]","77 864 [73 290-82 801]","40 419 [37 941-43 099]","37 445 [35 125-39 925]"
"Nepal"," 1995","105.68 [99.44-112.46]","107.14 [100.53-114.29]","104.14 [97.77-111.14]","82 286 [77 492-87 509]","42 632 [40 024-45 432]","39 654 [37 244-42 286]"
"Nepal"," 1994","111.69 [105.18-118.9]","113.07 [106.07-120.65]","110.3 [103.47-117.6]","86 273 [81 303-91 756]","44 632 [41 913-47 597]","41 641 [39 106-44 362]"
"Nepal"," 1993","118.01 [111.14-125.65]","119.1 [111.91-127.12]","116.85 [109.68-124.71]","89 574 [84 424-95 295]","46 203 [43 445-49 261]","43 371 [40 741-46 246]"
"Nepal"," 1992","124.62 [117.41-132.64]","125.68 [118.03-134.08]","123.53 [115.92-131.95]","92 652 [87 375-98 537]","47 737 [44 871-50 886]","44 915 [42 181-47 957]"
"Nepal"," 1991","131.51 [123.87-140.02]","132.53 [124.53-141.37]","130.42 [122.31-139.41]","96 406 [90 892-102 569]","49 641 [46 682-52 892]","46 765 [43 882-49 947]"
"Nepal"," 1990","138.59 [130.43-147.62]","139.5 [131.02-148.92]","137.61 [129.07-147.01]","100 077 [94 276-106 494]","51 467 [48 378-54 871]","48 610 [45 620-51 868]"
"Nepal"," 1989","145.83 [137.12-155.4]","146.53 [137.54-156.31]","145.12 [136.1-155.06]","103 733 [97 630-110 455]","53 239 [50 006-56 737]","50 494 [47 385-53 901]"
"Nepal"," 1988","153.13 [143.88-163.08]","153.63 [144.02-163.82]","152.65 [143.01-163.15]","107 418 [101 015-114 266]","55 044 [51 648-58 637]","52 374 [49 113-55 928]"
"Nepal"," 1987","160.36 [150.64-170.84]","160.52 [150.46-171.23]","160.2 [150.03-171.3]","110 727 [104 122-117 850]","56 621 [53 114-60 343]","54 106 [50 719-57 798]"
"Nepal"," 1986","167.48 [157.21-178.49]","167.38 [156.64-178.63]","167.69 [157.02-179.22]","113 741 [106 889-121 088]","58 065 [54 421-61 884]","55 676 [52 209-59 462]"
"Nepal"," 1985","174.48 [163.77-186.05]","174.18 [162.8-185.98]","174.84 [163.67-186.84]","116 601 [109 565-124 150]","59 498 [55 673-63 468]","57 103 [53 512-60 978]"
"Nepal"," 1984","181.33 [170-193.34]","180.76 [169.06-192.99]","181.88 [170.07-194.54]","118 974 [111 679-126 681]","60 662 [56 791-64 680]","58 312 [54 574-62 309]"
"Nepal"," 1983","187.96 [176.22-200.55]","187.2 [175.01-200.12]","188.71 [176.38-201.87]","120 802 [113 393-128 734]","61 545 [57 566-65 691]","59 257 [55 439-63 318]"
"Nepal"," 1982","194.52 [182.26-207.7]","193.53 [180.86-207.03]","195.5 [182.72-209.43]","122 539 [114 904-130 686]","62 363 [58 327-66 617]","60 176 [56 275-64 363]"
"Nepal"," 1981","201.1 [188.3-214.82]","200.09 [186.99-214.35]","202.06 [188.64-216.74]","124 262 [116 499-132 564]","63 249 [59 152-67 614]","61 013 [57 018-65 354]"
"Nepal"," 1980","207.69 [194.34-222.14]","206.69 [192.99-221.83]","208.66 [194.56-223.84]","126 209 [118 252-134 803]","64 262 [60 063-68 852]","61 947 [57 832-66 357]"
"Nepal"," 1979","214.24 [200.34-229.37]","213.26 [199.06-229.1]","215.03 [200.5-231.19]","128 067 [119 923-136 906]","65 265 [60 954-69 979]","62 802 [58 575-67 390]"
"Nepal"," 1978","220.67 [206.3-236.5]","219.74 [204.84-236.7]","221.45 [206.4-238.18]","129 328 [121 052-138 354]","65 932 [61 524-70 846]","63 396 [59 138-68 015]"
"Nepal"," 1977","226.78 [211.77-243.51]","225.71 [210.18-243.55]","227.73 [211.84-245.3]","130 413 [121 957-139 852]","66 441 [61 954-71 546]","63 972 [59 582-68 769]"
"Nepal"," 1976","232.62 [216.73-250.24]","231.49 [214.89-249.68]","233.65 [216.91-252.05]","131 353 [122 559-141 091]","66 896 [62 170-72 031]","64 457 [59 906-69 419]"
"Nepal"," 1975","238.2 [221.33-256.49]","236.89 [219.47-255.99]","239.4 [221.79-258.71]","131 987 [122 835-141 888]","67 153 [62 299-72 415]","64 834 [60 129-69 955]"
"Nepal"," 1974","243.68 [225.85-262.83]","242.21 [223.86-261.94]","244.96 [226.3-265.18]","132 462 [122 993-142 584]","67 332 [62 313-72 676]","65 130 [60 228-70 372]"
"Nepal"," 1973","249.05 [230.35-269.1]","247.89 [228.56-268.51]","250.23 [230.62-271.48]","133 310 [123 528-143 777]","67 806 [62 655-73 309]","65 504 [60 451-70 935]"
"Nepal"," 1972","254.5 [234.88-275.72]","253.43 [233-275.57]","255.42 [235.23-277.87]","134 806 [124 651-145 662]","68 625 [63 176-74 448]","66 181 [61 036-71 831]"
"Nepal"," 1971","260.02 [239.14-282.42]","259.12 [237.83-282.49]","260.77 [239.3-283.97]","135 862 [125 203-147 149]","69 216 [63 623-75 278]","66 646 [61 250-72 394]"
"Nepal"," 1970","265.84 [243.8-289.56]","265.04 [242.59-289.54]","266.54 [243.85-290.89]","136 739 [125 668-148 588]","69 686 [63 910-75 926]","67 053 [61 430-72 972]"
"Nepal"," 1969","271.88 [248.71-296.76]","271.04 [247.62-296.88]","272.51 [248.68-298.19]","137 827 [126 323-150 120]","70 265 [64 303-76 759]","67 562 [61 725-73 710]"
"Nepal"," 1968","278.13 [253.91-304.51]","277.49 [252.89-304.03]","278.77 [253.76-305.76]","138 783 [127 011-151 482]","70 801 [64 669-77 368]","67 982 [62 011-74 325]"
"Nepal"," 1967","284.69 [259.27-312.22]","283.78 [258.24-311.97]","285.57 [259.25-313.98]","139 620 [127 430-152 683]","71 168 [64 899-77 960]","68 452 [62 315-75 009]"
"Nepal"," 1966","291.42 [264.78-320.41]","290.29 [263.78-319.87]","292.35 [264.65-322.31]","140 706 [128 170-154 215]","71 695 [65 261-78 698]","69 011 [62 633-75 854]"
"Nepal"," 1965","298.2 [270.4-328.9]","296.87 [268.86-328.25]","299.27 [270.26-330.55]","141 906 [128 955-155 928]","72 267 [65 623-79 613]","69 639 [62 987-76 629]"
"Nepal"," 1964","304.53 [275.85-336.99]","303.39 [274.46-336.53]","305.59 [275.74-338.91]","142 667 [129 615-157 295]","72 683 [65 918-80 325]","69 984 [63 278-77 338]"
"Nepal"," 1963","310.66 [280.45-344.85]","309.61 [279.09-344.38]","311.55 [280.27-346.95]","143 142 [129 631-158 312]","72 954 [65 956-80 807]","70 188 [63 307-77 805]"
"Nepal"," 1962","316.13 [284.35-352.1]","315.28 [282.99-351.72]","316.87 [284.42-354.4]","143 334 [129 269-159 034]","73 096 [65 818-81 254]","70 238 [63 161-78 261]"
"Nepal"," 1961","320.82 [287.3-358.17]","320.12 [285.66-358.68]","321.57 [287.08-360.81]","142 942 [128 475-159 080]","72 908 [65 293-81 360]","70 034 [62 724-78 302]"
"Nepal"," 1960","324.73 [289.82-364.31]","323.92 [288.38-364.45]","325.4 [288.96-366.51]","142 104 [127 242-158 707]","72 464 [64 728-81 146]","69 640 [62 014-78 104]"
"Nepal"," 1959","327.69 [291.23-369.51]","327.13 [290.07-369.92]","328.25 [290.32-371.59]","141 321 [126 053-158 664]","72 091 [64 104-81 101]","69 230 [61 350-77 990]"
"Nepal"," 1958","329.91 [291.7-374.22]","329.55 [290.59-374.44]","330.06 [290.84-375.95]","140 656 [124 837-158 707]","71 813 [63 537-81 193]","68 843 [60 832-78 032]"
"Nepal"," 1957","331.37 [291.7-377.78]","331.51 [291.06-378.47]","331.28 [290.71-378.84]","139 594 [123 403-158 437]","71 352 [62 866-81 032]","68 242 [60 121-77 698]"
"Nepal"," 1956","332.4 [291.02-381.28]","332.87 [290.52-382.81]","332.22 [290.18-382.28]","138 294 [121 511-157 852]","70 730 [62 025-80 886]","67 564 [59 254-77 406]"
"Nepal"," 1955","333.34 [289.54-385.47]","334.02 [289.46-387.42]","333 [288.71-385.7]","136 904 [119 480-157 342]","70 059 [60 996-80 792]","66 845 [58 188-77 077]"
"Nepal"," 1954","334.02 [287.82-389.45]","334.97 [288.03-391.62]","333.48 [286.88-389.68]","","",""
"Nepal"," 1953","335.01 [285.31-394.2]","336.13 [285.93-396.11]","333.55 [283.92-393.78]","","",""
"Nepal"," 1952","335.7 [282.63-398.94]","336.75 [283.1-401.89]","334.13 [281.24-398.17]","","",""
"Nepal"," 1951","336 [279.23-404.83]","337.3 [279.91-407.56]","334.85 [277.86-404.01]","","",""
"Nepal"," 1950","336.81 [275.65-411.92]","338.12 [276.01-414.13]","335.14 [274.16-410.51]","","",""
"Sri Lanka"," 2021","6.75 [5-9.04]","7.4 [5.47-9.89]","6.07 [4.49-8.14]","2 088 [1 546-2 797]","1 168 [865-1 562]","920 [679-1 233]"
"Sri Lanka"," 2020","7 [5.44-8.94]","7.67 [5.94-9.8]","6.3 [4.88-8.09]","2 201 [1 709-2 809]","1 231 [953-1 572]","970 [750-1 244]"
"Sri Lanka"," 2019","7.28 [5.91-8.92]","7.98 [6.46-9.75]","6.54 [5.31-8.04]","2 326 [1 891-2 850]","1 303 [1 054-1 591]","1 023 [831-1 258]"
"Sri Lanka"," 2018","7.58 [6.45-8.89]","8.32 [7.05-9.74]","6.82 [5.79-8.03]","2 470 [2 100-2 894]","1 383 [1 172-1 620]","1 087 [923-1 280]"
"Sri Lanka"," 2017","7.93 [7.03-8.91]","8.73 [7.72-9.8]","7.1 [6.28-8]","2 635 [2 336-2 962]","1 480 [1 310-1 661]","1 155 [1 021-1 301]"
"Sri Lanka"," 2016","8.32 [7.66-9.01]","9.16 [8.41-9.92]","7.44 [6.84-8.1]","2 819 [2 595-3 053]","1 585 [1 454-1 715]","1 234 [1 134-1 343]"
"Sri Lanka"," 2015","8.78 [8.34-9.23]","9.69 [9.17-10.21]","7.83 [7.4-8.27]","3 042 [2 886-3 198]","1 714 [1 621-1 805]","1 328 [1 254-1 402]"
"Sri Lanka"," 2014","9.31 [9-9.6]","10.27 [9.92-10.64]","8.29 [7.98-8.59]","3 307 [3 199-3 413]","1 864 [1 799-1 929]","1 443 [1 388-1 495]"
"Sri Lanka"," 2013","9.85 [9.63-10.07]","10.86 [10.58-11.13]","8.8 [8.56-9.04]","3 571 [3 490-3 651]","2 010 [1 958-2 060]","1 561 [1 518-1 604]"
"Sri Lanka"," 2012","10.37 [10.17-10.58]","11.42 [11.15-11.69]","9.28 [9.05-9.52]","3 788 [3 713-3 865]","2 129 [2 079-2 179]","1 659 [1 617-1 700]"
"Sri Lanka"," 2011","10.84 [10.61-11.07]","11.91 [11.63-12.2]","9.71 [9.46-9.95]","3 955 [3 873-4 038]","2 222 [2 168-2 273]","1 733 [1 689-1 777]"
"Sri Lanka"," 2010","11.22 [10.98-11.47]","12.27 [11.97-12.58]","10.11 [9.85-10.38]","4 102 [4 013-4 193]","2 294 [2 237-2 350]","1 808 [1 761-1 856]"
"Sri Lanka"," 2009","20.93 [20.5-21.4]","22.01 [21.48-22.55]","19.81 [19.3-20.34]","7 802 [7 640-7 975]","4 192 [4 090-4 296]","3 610 [3 516-3 705]"
"Sri Lanka"," 2008","11.95 [11.71-12.22]","13.04 [12.74-13.36]","10.81 [10.54-11.09]","4 501 [4 409-4 600]","2 512 [2 454-2 573]","1 989 [1 940-2 040]"
"Sri Lanka"," 2007","12.58 [12.33-12.84]","13.7 [13.39-14.02]","11.39 [11.12-11.67]","4 766 [4 671-4 864]","2 656 [2 596-2 718]","2 110 [2 059-2 161]"
"Sri Lanka"," 2006","13.36 [13.09-13.63]","14.51 [14.18-14.84]","12.15 [11.86-12.44]","4 993 [4 893-5 095]","2 774 [2 711-2 837]","2 219 [2 166-2 273]"
"Sri Lanka"," 2005","14.1 [13.8-14.4]","15.29 [14.93-15.66]","12.85 [12.53-13.18]","5 162 [5 052-5 271]","2 863 [2 794-2 930]","2 299 [2 241-2 356]"
"Sri Lanka"," 2004","28.86 [28.26-29.47]","30.11 [29.4-30.84]","27.54 [26.86-28.26]","10 409 [10 193-10 632]","5 554 [5 421-5 688]","4 855 [4 733-4 983]"
"Sri Lanka"," 2003","15.14 [14.82-15.46]","16.43 [16.05-16.83]","13.78 [13.44-14.13]","5 447 [5 332-5 563]","3 023 [2 953-3 095]","2 424 [2 363-2 485]"
"Sri Lanka"," 2002","15.56 [15.25-15.87]","16.91 [16.54-17.3]","14.14 [13.8-14.47]","5 523 [5 414-5 633]","3 070 [3 002-3 140]","2 453 [2 394-2 510]"
"Sri Lanka"," 2001","16 [15.7-16.31]","17.4 [17.03-17.78]","14.54 [14.21-14.88]","5 540 [5 437-5 647]","3 081 [3 015-3 147]","2 459 [2 404-2 517]"
"Sri Lanka"," 2000","16.52 [16.21-16.84]","17.89 [17.5-18.29]","15.09 [14.75-15.43]","5 546 [5 440-5 652]","3 070 [3 002-3 137]","2 476 [2 420-2 532]"
"Sri Lanka"," 1999","17.13 [16.82-17.46]","18.45 [18.06-18.83]","15.76 [15.41-16.11]","5 632 [5 527-5 738]","3 098 [3 032-3 161]","2 534 [2 479-2 591]"
"Sri Lanka"," 1998","17.81 [17.47-18.15]","19.17 [18.76-19.58]","16.38 [16.01-16.76]","5 868 [5 756-5 980]","3 225 [3 155-3 293]","2 643 [2 583-2 703]"
"Sri Lanka"," 1997","18.5 [18.15-18.85]","19.91 [19.5-20.34]","17.02 [16.65-17.39]","6 211 [6 093-6 328]","3 411 [3 339-3 483]","2 800 [2 738-2 860]"
"Sri Lanka"," 1996","19.2 [18.83-19.56]","20.69 [20.26-21.13]","17.62 [17.24-18.01]","6 556 [6 432-6 679]","3 605 [3 528-3 680]","2 951 [2 886-3 015]"
"Sri Lanka"," 1995","19.92 [19.54-20.31]","21.52 [21.07-21.98]","18.24 [17.83-18.65]","6 899 [6 768-7 033]","3 802 [3 720-3 881]","3 097 [3 027-3 167]"
"Sri Lanka"," 1994","20.67 [20.29-21.07]","22.41 [21.95-22.88]","18.86 [18.44-19.27]","7 240 [7 105-7 380]","4 002 [3 918-4 084]","3 238 [3 166-3 309]"
"Sri Lanka"," 1993","21.39 [20.98-21.82]","23.25 [22.76-23.76]","19.43 [19-19.89]","7 590 [7 446-7 744]","4 209 [4 119-4 300]","3 381 [3 304-3 458]"
"Sri Lanka"," 1992","22 [21.59-22.44]","23.98 [23.47-24.5]","19.91 [19.48-20.37]","7 843 [7 698-8 003]","4 365 [4 271-4 458]","3 478 [3 402-3 558]"
"Sri Lanka"," 1991","22.48 [22.04-22.93]","24.51 [23.98-25.05]","20.35 [19.9-20.81]","7 971 [7 814-8 131]","4 439 [4 341-4 535]","3 532 [3 454-3 612]"
"Sri Lanka"," 1990","22.82 [22.35-23.31]","24.79 [24.22-25.37]","20.76 [20.27-21.26]","8 076 [7 908-8 246]","4 482 [4 376-4 584]","3 594 [3 509-3 681]"
"Sri Lanka"," 1989","27.07 [26.5-27.64]","28.95 [28.26-29.65]","25.1 [24.5-25.71]","9 569 [9 369-9 772]","5 228 [5 103-5 353]","4 341 [4 237-4 447]"
"Sri Lanka"," 1988","23.82 [23.31-24.33]","25.64 [25.05-26.25]","21.9 [21.37-22.43]","8 427 [8 248-8 607]","4 635 [4 527-4 745]","3 792 [3 700-3 883]"
"Sri Lanka"," 1987","25.21 [24.71-25.72]","27.09 [26.5-27.68]","23.24 [22.71-23.76]","9 068 [8 887-9 253]","4 977 [4 868-5 086]","4 091 [3 997-4 182]"
"Sri Lanka"," 1986","27.38 [26.86-27.92]","29.39 [28.78-30.03]","25.27 [24.73-25.83]","10 070 [9 878-10 269]","5 519 [5 404-5 639]","4 551 [4 452-4 651]"
"Sri Lanka"," 1985","30.19 [29.62-30.79]","32.41 [31.73-33.09]","27.86 [27.27-28.49]","11 381 [11 166-11 611]","6 237 [6 105-6 368]","5 144 [5 034-5 261]"
"Sri Lanka"," 1984","33.43 [32.82-34.07]","35.85 [35.13-36.59]","30.9 [30.26-31.54]","12 860 [12 622-13 108]","7 036 [6 894-7 182]","5 824 [5 702-5 943]"
"Sri Lanka"," 1983","36.82 [36.12-37.53]","39.32 [38.51-40.13]","34.19 [33.47-34.93]","14 554 [14 278-14 839]","7 931 [7 766-8 094]","6 623 [6 483-6 766]"
"Sri Lanka"," 1982","39.98 [39.22-40.76]","42.84 [41.98-43.72]","36.97 [36.21-37.76]","16 395 [16 083-16 716]","8 971 [8 789-9 153]","7 424 [7 269-7 581]"
"Sri Lanka"," 1981","42.98 [42.11-43.87]","45.86 [44.87-46.88]","39.95 [39.07-40.86]","17 914 [17 554-18 285]","9 764 [9 552-9 978]","8 150 [7 968-8 334]"
"Sri Lanka"," 1980","46.2 [45.14-47.27]","49.24 [48.03-50.45]","43.01 [41.95-44.09]","19 177 [18 743-19 621]","10 439 [10 183-10 691]","8 738 [8 523-8 955]"
"Sri Lanka"," 1979","49.89 [48.63-51.18]","53.13 [51.68-54.61]","46.49 [45.21-47.83]","20 398 [19 889-20 918]","11 092 [10 788-11 396]","9 306 [9 048-9 567]"
"Sri Lanka"," 1978","53.83 [52.28-55.45]","57.2 [55.46-59.01]","50.29 [48.71-51.92]","21 334 [20 723-21 966]","11 568 [11 214-11 924]","9 766 [9 458-10 076]"
"Sri Lanka"," 1977","57.66 [55.83-59.59]","61.11 [59.1-63.25]","54.05 [52.24-55.92]","22 313 [21 612-23 054]","12 055 [11 661-12 470]","10 258 [9 916-10 607]"
"Sri Lanka"," 1976","61.13 [58.87-63.5]","64.72 [62.18-67.31]","57.37 [55.16-59.74]","23 293 [22 438-24 190]","12 565 [12 071-13 059]","10 728 [10 314-11 163]"
"Sri Lanka"," 1975","63.96 [61.24-66.78]","67.64 [64.59-70.73]","60.11 [57.41-62.98]","24 019 [23 003-25 071]","12 935 [12 352-13 522]","11 084 [10 586-11 608]"
"Sri Lanka"," 1974","66.06 [62.97-69.27]","69.83 [66.4-73.38]","62.12 [59.12-65.38]","24 780 [23 625-25 979]","13 339 [12 682-14 012]","11 441 [10 885-12 037]"
"Sri Lanka"," 1973","67.54 [64.23-71.03]","71.37 [67.67-75.13]","63.5 [60.28-67.02]","25 449 [24 203-26 758]","13 703 [12 986-14 415]","11 746 [11 145-12 393]"
"Sri Lanka"," 1972","68.51 [65.27-72.06]","72.34 [68.64-76.15]","64.49 [61.25-67.98]","25 747 [24 526-27 081]","13 850 [13 136-14 574]","11 897 [11 294-12 537]"
"Sri Lanka"," 1971","69.29 [66.19-72.64]","73.13 [69.69-76.75]","65.21 [62.2-68.5]","26 053 [24 887-27 318]","14 014 [13 345-14 700]","12 039 [11 473-12 643]"
"Sri Lanka"," 1970","70.13 [67.43-73.11]","74 [70.95-77.24]","66.06 [63.35-68.99]","26 446 [25 422-27 571]","14 222 [13 630-14 842]","12 224 [11 715-12 762]"
"Sri Lanka"," 1969","71.36 [69.12-73.74]","75.2 [72.72-77.86]","67.31 [65.03-69.69]","26 937 [26 090-27 838]","14 474 [13 990-14 982]","12 463 [12 034-12 900]"
"Sri Lanka"," 1968","73.09 [71.24-74.97]","76.95 [74.95-78.99]","69.05 [67.22-70.92]","27 601 [26 900-28 313]","14 819 [14 431-15 209]","12 782 [12 439-13 127]"
"Sri Lanka"," 1967","75.48 [73.91-77.04]","79.39 [77.65-81.1]","71.39 [69.81-72.96]","28 196 [27 607-28 780]","15 127 [14 791-15 449]","13 069 [12 775-13 352]"
"Sri Lanka"," 1966","78.22 [76.73-79.69]","81.97 [80.32-83.6]","74.29 [72.81-75.79]","28 823 [28 274-29 361]","15 407 [15 091-15 709]","13 416 [13 144-13 685]"
"Sri Lanka"," 1965","80.78 [79.28-82.29]","84.29 [82.65-85.96]","77.1 [75.56-78.65]","29 593 [29 045-30 146]","15 755 [15 444-16 064]","13 838 [13 557-14 115]"
"Sri Lanka"," 1964","82.85 [81.37-84.4]","86.45 [84.86-88.13]","79.06 [77.58-80.65]","30 082 [29 543-30 641]","16 021 [15 720-16 326]","14 061 [13 793-14 339]"
"Sri Lanka"," 1963","84.76 [83.2-86.39]","88.17 [86.46-89.91]","81.17 [79.59-82.88]","30 375 [29 819-30 959]","16 127 [15 811-16 442]","14 248 [13 966-14 544]"
"Sri Lanka"," 1962","86.86 [85.25-88.5]","89.84 [88.1-91.61]","83.74 [82.07-85.43]","30 744 [30 173-31 324]","16 228 [15 911-16 545]","14 516 [14 224-14 808]"
"Sri Lanka"," 1961","89.7 [88.02-91.42]","92.51 [90.7-94.37]","86.74 [85.02-88.5]","31 472 [30 882-32 075]","16 576 [16 250-16 905]","14 896 [14 597-15 196]"
"Sri Lanka"," 1960","93.9 [92.15-95.76]","97.03 [95.11-99.01]","90.61 [88.8-92.53]","32 661 [32 054-33 307]","17 252 [16 909-17 600]","15 409 [15 099-15 732]"
"Sri Lanka"," 1959","99.7 [97.91-101.65]","103.07 [101.07-105.14]","96.18 [94.35-98.17]","34 111 [33 500-34 777]","18 034 [17 683-18 394]","16 077 [15 766-16 408]"
"Sri Lanka"," 1958","106.29 [104.26-108.41]","109.72 [107.54-112.03]","102.71 [100.6-104.82]","35 407 [34 730-36 111]","18 691 [18 320-19 084]","16 716 [16 373-17 059]"
"Sri Lanka"," 1957","112.52 [110.08-114.93]","116.2 [113.61-118.79]","108.64 [106.23-111.06]","36 359 [35 581-37 120]","19 198 [18 773-19 613]","17 161 [16 780-17 532]"
"Sri Lanka"," 1956","117.77 [114.38-121.14]","121.54 [117.97-125.15]","113.81 [110.48-117.12]","37 144 [36 108-38 172]","19 597 [19 033-20 155]","17 547 [17 045-18 038]"
"Sri Lanka"," 1955","121.96 [116.92-126.99]","125.8 [120.53-131.17]","117.87 [112.8-122.97]","","",""
"Sri Lanka"," 1954","125.04 [117.8-132.56]","128.98 [121.43-136.94]","120.82 [113.63-128.4]","","",""
"Sri Lanka"," 1953","127.24 [117.29-138.18]","131.39 [120.87-142.75]","122.92 [112.95-133.77]","","",""
"Sri Lanka"," 1952","128.99 [115.71-144.08]","133.2 [119.31-148.79]","124.6 [111.39-139.51]","","",""
"Sri Lanka"," 1951","130.55 [113.27-150.4]","134.81 [116.84-155.48]","126.15 [109.16-145.68]","","",""
"Thailand"," 2021","8.29 [6.98-10.87]","9.09 [7.61-12.02]","7.45 [6.23-9.8]","5 429 [4 573-7 112]","3 066 [2 568-4 054]","2 363 [1 976-3 110]"
"Thailand"," 2020","8.63 [7.41-11.12]","9.46 [8.05-12.26]","7.76 [6.57-10.02]","5 761 [4 945-7 419]","3 253 [2 772-4 217]","2 508 [2 129-3 244]"
"Thailand"," 2019","9.01 [7.81-11.39]","9.92 [8.52-12.54]","8.07 [6.91-10.23]","6 162 [5 342-7 786]","3 492 [3 004-4 419]","2 670 [2 292-3 389]"
"Thailand"," 2018","9.42 [8.24-11.67]","10.37 [8.99-12.85]","8.44 [7.28-10.48]","6 624 [5 795-8 202]","3 752 [3 258-4 655]","2 872 [2 482-3 568]"
"Thailand"," 2017","9.85 [8.67-11.98]","10.84 [9.46-13.2]","8.83 [7.67-10.76]","7 112 [6 258-8 642]","4 026 [3 521-4 908]","3 086 [2 685-3 763]"
"Thailand"," 2016","10.32 [9.09-12.32]","11.38 [9.94-13.62]","9.21 [8.01-11.03]","7 644 [6 740-9 127]","4 339 [3 797-5 197]","3 305 [2 879-3 959]"
"Thailand"," 2015","10.79 [9.52-12.71]","11.9 [10.42-14.06]","9.63 [8.4-11.4]","8 228 [7 258-9 692]","4 672 [4 095-5 524]","3 556 [3 104-4 211]"
"Thailand"," 2014","11.29 [9.94-13.13]","12.48 [10.91-14.56]","10.06 [8.76-11.78]","8 843 [7 789-10 281]","5 030 [4 403-5 877]","3 813 [3 326-4 471]"
"Thailand"," 2013","11.82 [10.39-13.62]","13.06 [11.39-15.1]","10.52 [9.14-12.23]","9 480 [8 333-10 923]","5 394 [4 713-6 243]","4 086 [3 554-4 752]"
"Thailand"," 2012","12.37 [10.84-14.14]","13.67 [11.92-15.72]","11.01 [9.54-12.71]","10 086 [8 843-11 523]","5 740 [5 012-6 604]","4 346 [3 770-5 020]"
"Thailand"," 2011","12.95 [11.34-14.71]","14.32 [12.48-16.36]","11.52 [9.97-13.21]","10 573 [9 256-12 009]","6 020 [5 252-6 880]","4 553 [3 944-5 226]"
"Thailand"," 2010","13.56 [11.87-15.33]","15.01 [13.06-17.06]","12.03 [10.41-13.74]","11 032 [9 659-12 470]","6 292 [5 479-7 152]","4 740 [4 106-5 418]"
"Thailand"," 2009","14.2 [12.43-16]","15.73 [13.68-17.81]","12.6 [10.9-14.34]","11 623 [10 172-13 093]","6 627 [5 772-7 510]","4 996 [4 327-5 686]"
"Thailand"," 2008","14.88 [13.02-16.7]","16.48 [14.37-18.62]","13.19 [11.43-14.95]","12 269 [10 733-13 766]","7 001 [6 107-7 907]","5 268 [4 569-5 974]"
"Thailand"," 2007","15.59 [13.66-17.44]","17.27 [15.09-19.46]","13.82 [11.95-15.63]","12 872 [11 282-14 396]","7 346 [6 420-8 278]","5 526 [4 783-6 251]"
"Thailand"," 2006","16.36 [14.34-18.23]","18.13 [15.85-20.36]","14.46 [12.53-16.31]","13 571 [11 903-15 120]","7 756 [6 781-8 704]","5 815 [5 038-6 555]"
