"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Kuwait"," 1997","13.8 [13.42-14.19]","14.89 [14.4-15.39]","12.65 [12.21-13.12]","555 [540-570]","306 [296-316]","249 [240-258]"
"Kuwait"," 1996","14.09 [13.7-14.48]","15.2 [14.69-15.7]","12.92 [12.47-13.39]","554 [539-570]","305 [295-315]","249 [240-258]"
"Kuwait"," 1995","14.27 [13.87-14.68]","15.39 [14.89-15.92]","13.09 [12.64-13.57]","534 [519-549]","294 [284-304]","240 [232-249]"
"Kuwait"," 1994","14.36 [13.96-14.77]","15.47 [14.96-16.01]","13.19 [12.73-13.67]","505 [491-520]","278 [269-288]","227 [219-236]"
"Kuwait"," 1993","14.49 [14.07-14.94]","15.62 [15.09-16.17]","13.31 [12.83-13.82]","492 [477-507]","271 [261-280]","221 [213-229]"
"Kuwait"," 1992","14.81 [14.36-15.27]","15.95 [15.41-16.54]","13.6 [13.12-14.14]","453 [439-467]","250 [241-258]","203 [196-211]"
"Kuwait"," 1991","15.38 [14.92-15.86]","16.57 [15.99-17.17]","14.13 [13.63-14.68]","595 [578-614]","327 [316-339]","268 [258-278]"
"Kuwait"," 1990","18.04 [17.51-18.59]","19.31 [18.66-19.99]","16.69 [16.11-17.33]","930 [903-959]","508 [490-525]","422 [407-438]"
"Kuwait"," 1989","17.49 [17.02-17.97]","18.89 [18.29-19.49]","16.02 [15.49-16.58]","923 [898-948]","508 [492-524]","415 [401-429]"
"Kuwait"," 1988","18.86 [18.38-19.33]","20.36 [19.76-20.97]","17.27 [16.73-17.84]","1 021 [995-1 047]","562 [545-578]","459 [445-474]"
"Kuwait"," 1987","20.16 [19.7-20.62]","21.76 [21.17-22.36]","18.48 [17.94-19.05]","1 124 [1 098-1 150]","618 [600-634]","506 [491-522]"
"Kuwait"," 1986","21.46 [21-21.93]","23.14 [22.53-23.75]","19.7 [19.14-20.28]","1 223 [1 197-1 249]","671 [652-688]","552 [536-568]"
"Kuwait"," 1985","22.98 [22.5-23.47]","24.76 [24.12-25.38]","21.13 [20.55-21.73]","1 325 [1 298-1 354]","726 [707-744]","599 [583-616]"
"Kuwait"," 1984","24.93 [24.44-25.44]","26.8 [26.14-27.48]","22.97 [22.36-23.59]","1 433 [1 405-1 462]","784 [764-803]","649 [632-667]"
"Kuwait"," 1983","27.29 [26.75-27.85]","29.31 [28.59-30.04]","25.17 [24.5-25.85]","1 528 [1 498-1 559]","835 [814-856]","693 [674-711]"
"Kuwait"," 1982","30.02 [29.45-30.62]","32.27 [31.5-33.03]","27.67 [26.96-28.4]","1 621 [1 590-1 653]","887 [865-907]","734 [715-754]"
"Kuwait"," 1981","32.99 [32.37-33.66]","35.33 [34.51-36.16]","30.55 [29.78-31.35]","1 725 [1 693-1 760]","940 [918-961]","785 [765-806]"
"Kuwait"," 1980","36.02 [35.32-36.74]","38.39 [37.5-39.33]","33.54 [32.67-34.4]","1 832 [1 797-1 868]","994 [971-1 018]","838 [816-859]"
"Kuwait"," 1979","38.95 [38.21-39.71]","41.39 [40.45-42.41]","36.36 [35.45-37.3]","1 913 [1 878-1 950]","1 036 [1 011-1 060]","877 [855-900]"
"Kuwait"," 1978","41.83 [41.04-42.67]","44.32 [43.28-45.41]","39.22 [38.22-40.23]","1 979 [1 942-2 018]","1 068 [1 042-1 093]","911 [888-935]"
"Kuwait"," 1977","44.81 [43.97-45.72]","47.31 [46.19-48.49]","42.19 [41.14-43.32]","2 034 [1 996-2 075]","1 094 [1 068-1 120]","940 [917-965]"
"Kuwait"," 1976","47.94 [46.92-49.03]","50.54 [49.2-51.92]","45.21 [44-46.53]","2 079 [2 035-2 125]","1 117 [1 087-1 146]","962 [937-990]"
"Kuwait"," 1975","51.2 [49.77-52.72]","53.85 [52.12-55.68]","48.42 [46.83-50.16]","2 119 [2 060-2 180]","1 136 [1 099-1 172]","983 [951-1 018]"
"Kuwait"," 1974","54.6 [52.5-56.82]","57.37 [54.96-59.94]","51.72 [49.44-54.07]","2 164 [2 082-2 249]","1 158 [1 110-1 208]","1 006 [962-1 051]"
"Kuwait"," 1973","58.17 [55.13-61.38]","61.04 [57.67-64.66]","55.17 [52.05-58.53]","2 210 [2 097-2 329]","1 181 [1 117-1 250]","1 029 [971-1 090]"
"Kuwait"," 1972","61.94 [57.93-66.24]","64.92 [60.49-69.68]","58.8 [54.74-63.21]","2 253 [2 110-2 405]","1 204 [1 122-1 288]","1 049 [979-1 126]"
"Kuwait"," 1971","65.95 [60.89-71.48]","69.06 [63.53-75.12]","62.68 [57.6-68.15]","2 285 [2 114-2 470]","1 220 [1 123-1 323]","1 065 [981-1 156]"
"Kuwait"," 1970","70.24 [64-77.09]","73.36 [66.61-81.02]","66.89 [60.73-73.78]","2 294 [2 097-2 509]","1 222 [1 112-1 344]","1 072 [975-1 178]"
"Kuwait"," 1969","74.9 [67.38-83.44]","78.08 [70.1-87.31]","71.41 [64.14-79.84]","2 267 [2 048-2 516]","1 207 [1 086-1 343]","1 060 [953-1 179]"
"Kuwait"," 1968","80 [71.08-90.26]","83.32 [73.71-94.24]","76.43 [67.74-86.54]","2 209 [1 971-2 481]","1 176 [1 044-1 324]","1 033 [919-1 164]"
"Kuwait"," 1967","85.67 [75.22-97.96]","89.1 [77.82-102.06]","81.97 [71.8-94.11]","2 140 [1 888-2 434]","1 139 [998-1 298]","1 001 [880-1 142]"
"Kuwait"," 1966","91.92 [79.63-106.45]","95.46 [82.36-110.95]","88.21 [76.32-102.63]","2 075 [1 807-2 390]","1 104 [958-1 276]","971 [844-1 125]"
"Kuwait"," 1965","98.91 [84.55-116.38]","102.51 [87.29-120.92]","95.13 [81.11-112]","2 020 [1 737-2 362]","1 074 [920-1 260]","946 [811-1 108]"
"Kuwait"," 1964","106.46 [89.82-127.3]","110.21 [92.57-132.12]","102.64 [86.25-122.63]","1 960 [1 664-2 327]","1 040 [879-1 239]","920 [778-1 092]"
"Kuwait"," 1963","114.63 [95.49-139.23]","118.54 [98.25-144.11]","110.71 [91.85-134.24]","","",""
"Kuwait"," 1962","123.22 [101.19-152.06]","127.25 [103.99-157.19]","119.09 [97.45-147.08]","","",""
"Kuwait"," 1961","132.37 [106.89-166.2]","136.34 [109.54-172.12]","128 [103.03-161.3]","","",""
"Kuwait"," 1960","141.88 [112.02-182.29]","145.93 [114.84-188.02]","137.59 [108.38-177.12]","","",""
"Kuwait"," 1959","152.14 [117-200.3]","156.04 [120.18-206.2]","147.95 [113.26-195.01]","","",""
"Lebanon"," 2021","8.24 [6.7-10.14]","8.71 [7.05-10.76]","7.74 [6.24-9.56]","724 [589-890]","393 [318-485]","331 [267-409]"
"Lebanon"," 2020","8.45 [7.14-10.02]","8.93 [7.5-10.65]","7.94 [6.64-9.49]","781 [660-926]","424 [356-505]","357 [299-427]"
"Lebanon"," 2019","8.65 [7.54-9.92]","9.13 [7.89-10.55]","8.13 [7.02-9.42]","846 [738-971]","459 [396-529]","387 [335-448]"
"Lebanon"," 2018","8.83 [7.9-9.86]","9.33 [8.28-10.49]","8.29 [7.34-9.36]","909 [813-1 014]","494 [437-554]","415 [368-469]"
"Lebanon"," 2017","9.01 [8.18-9.9]","9.52 [8.58-10.57]","8.46 [7.59-9.44]","968 [879-1 064]","525 [472-582]","443 [398-494]"
"Lebanon"," 2016","9.2 [8.35-10.13]","9.73 [8.74-10.81]","8.65 [7.76-9.66]","1 023 [928-1 126]","554 [497-615]","469 [421-524]"
"Lebanon"," 2015","9.43 [8.42-10.56]","9.96 [8.83-11.21]","8.86 [7.85-10.04]","1 036 [925-1 160]","561 [496-630]","475 [421-538]"
"Lebanon"," 2014","9.69 [8.49-11.06]","10.23 [8.89-11.74]","9.13 [7.95-10.51]","974 [853-1 112]","526 [457-604]","448 [390-516]"
"Lebanon"," 2013","9.99 [8.6-11.64]","10.56 [9.03-12.35]","9.4 [8.04-11.01]","923 [795-1 075]","499 [426-583]","424 [363-497]"
"Lebanon"," 2012","10.35 [8.76-12.24]","10.94 [9.19-12.98]","9.74 [8.21-11.59]","932 [789-1 102]","503 [423-597]","429 [362-511]"
"Lebanon"," 2011","10.76 [8.99-12.88]","11.35 [9.43-13.65]","10.14 [8.43-12.24]","951 [795-1 138]","512 [425-615]","439 [365-530]"
"Lebanon"," 2010","11.23 [9.3-13.6]","11.84 [9.76-14.41]","10.58 [8.71-12.9]","967 [801-1 171]","519 [428-631]","448 [369-546]"
"Lebanon"," 2009","11.77 [9.67-14.35]","12.4 [10.17-15.16]","11.09 [9.05-13.63]","992 [815-1 209]","531 [435-648]","461 [375-565]"
"Lebanon"," 2008","12.38 [10.14-15.19]","13.04 [10.66-16.03]","11.67 [9.5-14.37]","1 033 [846-1 266]","553 [451-678]","480 [391-590]"
"Lebanon"," 2007","13.09 [10.7-16.07]","13.79 [11.23-16.96]","12.35 [10.03-15.22]","1 091 [892-1 338]","584 [475-717]","507 [411-624]"
"Lebanon"," 2006","13.92 [11.35-17.06]","14.63 [11.91-17.99]","13.12 [10.66-16.13]","1 165 [950-1 428]","624 [507-765]","541 [439-663]"
"Lebanon"," 2005","14.81 [12.12-18.08]","15.54 [12.71-19.05]","14 [11.42-17.18]","1 252 [1 025-1 528]","670 [547-819]","582 [474-713]"
"Lebanon"," 2004","15.77 [13.01-19.16]","16.55 [13.61-20.16]","14.94 [12.24-18.2]","1 352 [1 116-1 642]","723 [595-880]","629 [516-766]"
"Lebanon"," 2003","16.82 [13.96-20.31]","17.61 [14.58-21.27]","15.96 [13.2-19.37]","1 465 [1 216-1 768]","782 [647-943]","683 [564-827]"
"Lebanon"," 2002","17.9 [14.94-21.42]","18.7 [15.63-22.39]","17.03 [14.16-20.56]","1 576 [1 316-1 886]","840 [702-1 004]","736 [612-888]"
"Lebanon"," 2001","19.02 [15.99-22.55]","19.85 [16.67-23.68]","18.07 [15.14-21.64]","1 682 [1 414-1 994]","897 [751-1 066]","785 [657-939]"
"Lebanon"," 2000","20.1 [17.03-23.71]","20.99 [17.72-24.88]","19.12 [16.15-22.69]","1 784 [1 513-2 104]","950 [802-1 124]","834 [704-988]"
"Lebanon"," 1999","21.18 [18.08-24.8]","22.09 [18.83-25.98]","20.19 [17.18-23.77]","1 891 [1 614-2 213]","1 006 [857-1 182]","885 [753-1 041]"
"Lebanon"," 1998","22.24 [19.18-25.86]","23.19 [19.93-27.01]","21.25 [18.23-24.82]","2 000 [1 725-2 325]","1 064 [914-1 239]","936 [803-1 093]"
"Lebanon"," 1997","23.33 [20.23-26.92]","24.28 [21.02-28.1]","22.31 [19.3-25.91]","2 121 [1 840-2 447]","1 128 [976-1 304]","993 [859-1 152]"
"Lebanon"," 1996","24.41 [21.34-27.97]","25.41 [22.13-29.14]","23.37 [20.35-26.94]","2 238 [1 957-2 565]","1 190 [1 037-1 366]","1 048 [912-1 207]"
"Lebanon"," 1995","25.55 [22.45-29.13]","26.62 [23.29-30.35]","24.42 [21.42-27.96]","2 367 [2 080-2 699]","1 261 [1 103-1 439]","1 106 [970-1 266]"
"Lebanon"," 1994","26.73 [23.61-30.32]","27.87 [24.52-31.68]","25.54 [22.43-29.13]","2 524 [2 229-2 862]","1 347 [1 184-1 530]","1 177 [1 034-1 343]"
"Lebanon"," 1993","28 [24.82-31.59]","29.16 [25.73-32.98]","26.73 [23.61-30.34]","2 694 [2 387-3 039]","1 437 [1 267-1 624]","1 257 [1 109-1 424]"
"Lebanon"," 1992","29.3 [26.08-32.96]","30.55 [27.09-34.48]","27.96 [24.77-31.58]","2 863 [2 549-3 221]","1 529 [1 355-1 724]","1 334 [1 181-1 506]"
"Lebanon"," 1991","30.71 [27.38-34.43]","32.06 [28.49-36.09]","29.27 [25.98-32.97]","3 037 [2 709-3 403]","1 624 [1 443-1 827]","1 413 [1 254-1 590]"
"Lebanon"," 1990","32.24 [28.8-36.11]","33.66 [29.95-37.84]","30.72 [27.28-34.55]","3 213 [2 872-3 597]","1 719 [1 530-1 930]","1 494 [1 327-1 679]"
"Lebanon"," 1989","33.86 [30.26-37.92]","35.39 [31.55-39.84]","32.22 [28.64-36.23]","3 355 [3 000-3 754]","1 797 [1 602-2 020]","1 558 [1 385-1 750]"
"Lebanon"," 1988","35.59 [31.87-39.83]","37.19 [33.2-41.85]","33.91 [30.19-38.06]","3 474 [3 113-3 885]","1 860 [1 661-2 091]","1 614 [1 438-1 811]"
"Lebanon"," 1987","37.41 [33.55-41.88]","39.17 [34.93-43.99]","35.62 [31.78-40.04]","3 606 [3 235-4 034]","1 933 [1 726-2 172]","1 673 [1 494-1 880]"
"Lebanon"," 1986","39.37 [35.3-44.08]","41.15 [36.74-46.22]","37.49 [33.42-42.16]","3 764 [3 378-4 213]","2 017 [1 802-2 264]","1 747 [1 558-1 964]"
"Lebanon"," 1985","41.38 [37.06-46.37]","43.3 [38.63-48.71]","39.34 [34.98-44.33]","3 953 [3 542-4 428]","2 121 [1 893-2 384]","1 832 [1 630-2 062]"
"Lebanon"," 1984","43.41 [38.87-48.68]","45.4 [40.44-51.17]","41.29 [36.73-46.54]","4 137 [3 707-4 635]","2 220 [1 978-2 499]","1 917 [1 707-2 160]"
"Lebanon"," 1983","45.44 [40.6-51.06]","47.61 [42.34-53.69]","43.16 [38.33-48.71]","4 332 [3 872-4 864]","2 327 [2 071-2 623]","2 005 [1 780-2 261]"
"Lebanon"," 1982","47.4 [42.27-53.42]","49.66 [44.03-56.17]","45.03 [39.92-51.08]","4 542 [4 050-5 117]","2 441 [2 164-2 760]","2 101 [1 862-2 382]"
"Lebanon"," 1981","49.28 [43.76-55.76]","51.57 [45.5-58.57]","46.81 [41.37-53.45]","4 681 [4 155-5 297]","2 516 [2 218-2 854]","2 165 [1 913-2 471]"
"Lebanon"," 1980","50.99 [45.04-58.19]","53.42 [46.86-61.2]","48.47 [42.6-55.64]","4 745 [4 191-5 417]","2 551 [2 239-2 925]","2 194 [1 928-2 520]"
"Lebanon"," 1979","52.62 [46.13-60.51]","55.14 [48.01-63.49]","50.01 [43.69-57.83]","5 217 [4 580-5 988]","2 805 [2 448-3 225]","2 412 [2 110-2 786]"
"Lebanon"," 1978","54.13 [47.15-62.72]","56.74 [49.14-65.79]","51.43 [44.53-59.93]","5 686 [4 970-6 565]","3 058 [2 656-3 535]","2 628 [2 284-3 051]"
"Lebanon"," 1977","55.53 [47.99-64.65]","58.12 [49.99-68]","52.78 [45.3-61.85]","5 262 [4 559-6 106]","2 829 [2 439-3 301]","2 433 [2 093-2 845]"
"Lebanon"," 1976","56.73 [48.68-66.46]","59.42 [50.63-69.96]","53.95 [46-63.56]","4 826 [4 145-5 645]","2 596 [2 216-3 052]","2 230 [1 905-2 626]"
"Lebanon"," 1975","57.73 [49.11-68.27]","60.45 [51.16-71.68]","54.87 [46.47-65.15]","4 856 [4 137-5 733]","2 613 [2 214-3 096]","2 243 [1 902-2 659]"
"Lebanon"," 1974","58.57 [49.49-69.6]","61.31 [51.54-73.1]","55.56 [46.84-66.47]","4 851 [4 106-5 758]","2 613 [2 198-3 108]","2 238 [1 887-2 671]"
"Lebanon"," 1973","59.19 [49.68-70.69]","61.99 [51.82-74.31]","56.18 [47.13-67.48]","4 823 [4 055-5 751]","2 599 [2 175-3 109]","2 224 [1 868-2 666]"
"Lebanon"," 1972","59.69 [49.84-71.69]","62.59 [52-75.54]","56.6 [47.2-68.35]","4 781 [3 999-5 735]","2 579 [2 146-3 108]","2 202 [1 838-2 656]"
"Lebanon"," 1971","60.1 [50.18-72.7]","63.12 [52.32-76.62]","56.95 [47.41-68.98]","4 740 [3 962-5 724]","2 558 [2 124-3 101]","2 182 [1 819-2 638]"
"Lebanon"," 1970","60.55 [50.38-73.35]","63.64 [52.7-77.31]","57.35 [47.79-69.78]","4 711 [3 926-5 697]","2 544 [2 111-3 088]","2 167 [1 809-2 634]"
"Lebanon"," 1969","61.11 [50.89-73.96]","64.13 [53.14-78.02]","57.85 [48.07-70.41]","4 689 [3 911-5 667]","2 532 [2 099-3 074]","2 157 [1 793-2 619]"
"Lebanon"," 1968","61.75 [51.62-74.7]","64.85 [53.87-78.7]","58.47 [48.63-71.06]","4 683 [3 918-5 661]","2 530 [2 105-3 068]","2 153 [1 793-2 614]"
"Lebanon"," 1967","62.58 [52.44-75.52]","65.78 [54.86-79.36]","59.16 [49.32-71.84]","4 699 [3 942-5 661]","2 543 [2 121-3 064]","2 156 [1 800-2 614]"
"Lebanon"," 1966","63.64 [53.54-76.23]","66.85 [56.02-80.26]","60.15 [50.42-72.61]","4 728 [3 981-5 660]","2 561 [2 147-3 067]","2 167 [1 817-2 614]"
"Lebanon"," 1965","64.9 [55.02-77.25]","68.26 [57.49-81.45]","61.39 [51.72-73.76]","4 776 [4 053-5 677]","2 591 [2 186-3 089]","2 185 [1 844-2 625]"
"Lebanon"," 1964","66.52 [56.58-78.67]","69.82 [59.03-82.89]","62.97 [53.22-75.01]","4 840 [4 125-5 716]","2 627 [2 224-3 116]","2 213 [1 873-2 633]"
"Lebanon"," 1963","68.39 [58.37-80.28]","71.71 [60.8-84.57]","64.84 [54.9-76.78]","4 899 [4 188-5 743]","2 659 [2 259-3 132]","2 240 [1 900-2 649]"
"Lebanon"," 1962","70.48 [60.05-82.39]","73.94 [62.75-86.69]","66.88 [56.46-78.88]","4 956 [4 230-5 780]","2 690 [2 289-3 152]","2 266 [1 917-2 668]"
"Lebanon"," 1961","72.78 [61.66-85.26]","76.26 [64.29-89.61]","69.13 [58.16-81.52]","5 023 [4 263-5 872]","2 723 [2 303-3 195]","2 300 [1 940-2 709]"
"Lebanon"," 1960","75.3 [62.93-88.93]","78.85 [65.4-93.45]","71.46 [59.3-84.95]","","",""
"Lebanon"," 1959","77.91 [63.54-93.33]","81.59 [66.21-97.83]","74.01 [60.25-89.21]","","",""
"Lebanon"," 1958","80.64 [63.85-98.72]","84.42 [66.67-103.89]","76.7 [60.44-94.43]","","",""
"Lebanon"," 1957","83.41 [63.86-105.81]","87.25 [66.66-110.86]","79.4 [60.38-100.99]","","",""
"Lebanon"," 1956","86.34 [63.41-114.18]","90.33 [66.07-119.35]","82.23 [59.99-108.95]","","",""
"Libya"," 2021","10.77 [6.1-18.84]","11.77 [6.68-20.63]","9.71 [5.45-17.05]","1 306 [741-2 283]","733 [416-1 285]","573 [322-1 005]"
"Libya"," 2020","11.12 [6.52-18.85]","12.19 [7.16-20.66]","9.98 [5.84-17]","1 367 [801-2 315]","771 [452-1 302]","596 [349-1 015]"
"Libya"," 2019","11.5 [6.99-18.8]","12.62 [7.64-20.63]","10.31 [6.26-16.95]","1 432 [870-2 339]","808 [489-1 318]","624 [379-1 026]"
"Libya"," 2018","11.9 [7.54-18.76]","13.05 [8.22-20.59]","10.66 [6.72-16.88]","1 503 [952-2 369]","848 [533-1 335]","655 [413-1 036]"
"Libya"," 2017","12.33 [8.14-18.67]","13.53 [8.89-20.54]","11.03 [7.25-16.81]","1 581 [1 044-2 394]","893 [586-1 352]","688 [453-1 048]"
"Libya"," 2016","12.77 [8.74-18.62]","14.05 [9.6-20.43]","11.44 [7.79-16.79]","1 669 [1 143-2 433]","942 [645-1 371]","727 [495-1 067]"
"Libya"," 2015","13.29 [9.47-18.53]","14.62 [10.39-20.32]","11.87 [8.44-16.69]","1 772 [1 263-2 470]","1 002 [711-1 390]","770 [548-1 083]"
"Libya"," 2014","13.82 [10.25-18.48]","15.21 [11.29-20.32]","12.33 [9.13-16.59]","1 848 [1 371-2 471]","1 045 [776-1 395]","803 [594-1 080]"
"Libya"," 2013","14.41 [11.2-18.41]","15.84 [12.29-20.24]","12.87 [9.96-16.54]","1 904 [1 481-2 432]","1 075 [834-1 372]","829 [641-1 064]"
"Libya"," 2012","15.05 [12.21-18.36]","16.57 [13.43-20.32]","13.43 [10.85-16.52]","2 161 [1 754-2 636]","1 223 [990-1 497]","938 [758-1 154]"
"Libya"," 2011","19.49 [16.52-22.81]","21.09 [17.8-24.82]","17.81 [15-20.96]","2 984 [2 529-3 492]","1 660 [1 401-1 955]","1 324 [1 115-1 558]"
"Libya"," 2010","16.6 [14.69-18.64]","18.28 [16.11-20.7]","14.82 [13-16.75]","2 469 [2 184-2 772]","1 398 [1 231-1 582]","1 071 [939-1 210]"
"Libya"," 2009","17.58 [16.19-19]","19.38 [17.74-21.13]","15.66 [14.25-17.13]","2 550 [2 349-2 756]","1 447 [1 324-1 577]","1 103 [1 003-1 207]"
"Libya"," 2008","18.76 [17.81-19.75]","20.7 [19.46-22.02]","16.72 [15.59-17.9]","2 687 [2 551-2 828]","1 528 [1 437-1 626]","1 159 [1 081-1 241]"
"Libya"," 2007","20.18 [19.53-20.83]","22.28 [21.23-23.33]","17.97 [17-18.99]","2 845 [2 754-2 937]","1 623 [1 548-1 702]","1 222 [1 157-1 293]"
"Libya"," 2006","21.69 [21.21-22.17]","23.94 [22.99-24.93]","19.32 [18.38-20.29]","2 986 [2 920-3 052]","1 706 [1 639-1 778]","1 280 [1 219-1 347]"
"Libya"," 2005","23.13 [22.67-23.58]","25.54 [24.57-26.54]","20.59 [19.63-21.59]","3 071 [3 009-3 131]","1 754 [1 689-1 825]","1 317 [1 256-1 382]"
"Libya"," 2004","24.42 [23.93-24.91]","26.93 [25.89-27.98]","21.76 [20.76-22.82]","3 117 [3 054-3 180]","1 778 [1 711-1 849]","1 339 [1 277-1 404]"
"Libya"," 2003","25.52 [24.94-26.1]","28.11 [26.98-29.24]","22.79 [21.73-23.94]","3 142 [3 071-3 213]","1 790 [1 719-1 863]","1 352 [1 290-1 422]"
"Libya"," 2002","26.45 [25.68-27.23]","29.1 [27.81-30.37]","23.66 [22.5-24.94]","3 153 [3 062-3 245]","1 794 [1 716-1 873]","1 359 [1 293-1 434]"
"Libya"," 2001","27.28 [26.16-28.44]","29.99 [28.42-31.57]","24.44 [23.04-25.94]","3 088 [2 962-3 218]","1 753 [1 663-1 847]","1 335 [1 260-1 418]"
"Libya"," 2000","28.1 [26.55-29.72]","30.82 [28.88-32.86]","25.22 [23.53-27.03]","3 069 [2 901-3 245]","1 738 [1 631-1 853]","1 331 [1 242-1 426]"
"Libya"," 1999","28.95 [26.92-31.16]","31.73 [29.32-34.37]","26 [23.94-28.25]","3 187 [2 965-3 429]","1 804 [1 669-1 955]","1 383 [1 274-1 502]"
"Libya"," 1998","29.84 [27.31-32.67]","32.68 [29.75-35.97]","26.86 [24.35-29.57]","3 321 [3 040-3 633]","1 878 [1 712-2 067]","1 443 [1 309-1 588]"
"Libya"," 1997","30.82 [27.8-34.2]","33.73 [30.33-37.6]","27.76 [24.84-30.98]","3 471 [3 132-3 849]","1 962 [1 767-2 188]","1 509 [1 351-1 684]"
"Libya"," 1996","31.92 [28.45-35.85]","34.87 [30.98-39.37]","28.77 [25.46-32.49]","3 635 [3 243-4 081]","2 053 [1 826-2 318]","1 582 [1 400-1 785]"
"Libya"," 1995","33.14 [29.19-37.61]","36.18 [31.77-41.27]","29.88 [26.2-34.13]","3 819 [3 366-4 332]","2 157 [1 896-2 458]","1 662 [1 458-1 898]"
"Libya"," 1994","34.48 [30.06-39.51]","37.61 [32.73-43.31]","31.18 [27.05-35.9]","4 035 [3 519-4 621]","2 274 [1 982-2 618]","1 761 [1 530-2 027]"
"Libya"," 1993","36.01 [31.14-41.59]","39.22 [33.86-45.48]","32.59 [28.08-37.83]","4 295 [3 717-4 957]","2 414 [2 086-2 798]","1 881 [1 622-2 182]"
"Libya"," 1992","37.74 [32.42-43.85]","41.06 [35.15-47.85]","34.25 [29.26-39.99]","4 587 [3 942-5 325]","2 570 [2 202-2 994]","2 017 [1 726-2 356]"
"Libya"," 1991","39.66 [33.86-46.35]","43.06 [36.67-50.49]","36.08 [30.65-42.28]","4 899 [4 187-5 723]","2 736 [2 334-3 207]","2 163 [1 839-2 534]"
"Libya"," 1990","41.8 [35.57-48.98]","45.34 [38.46-53.23]","38.07 [32.28-44.8]","5 237 [4 460-6 131]","2 922 [2 482-3 429]","2 315 [1 965-2 723]"
"Libya"," 1989","44.12 [37.44-51.85]","47.73 [40.42-56.11]","40.37 [34.08-47.5]","5 583 [4 742-6 556]","3 106 [2 635-3 651]","2 477 [2 095-2 915]"
"Libya"," 1988","46.62 [39.55-54.84]","50.33 [42.59-59.24]","42.68 [36.02-50.38]","5 921 [5 028-6 959]","3 290 [2 787-3 866]","2 631 [2 223-3 103]"
"Libya"," 1987","49.19 [41.8-57.83]","52.98 [44.86-62.41]","45.21 [38.19-53.42]","6 226 [5 297-7 308]","3 447 [2 923-4 054]","2 779 [2 350-3 280]"
"Libya"," 1986","51.9 [44.02-61.09]","55.77 [47.12-65.86]","47.81 [40.38-56.52]","6 498 [5 520-7 635]","3 587 [3 036-4 226]","2 911 [2 463-3 434]"
"Libya"," 1985","54.76 [46.25-64.44]","58.8 [49.66-69.51]","50.48 [42.5-59.73]","6 733 [5 698-7 908]","3 711 [3 139-4 376]","3 022 [2 548-3 568]"
"Libya"," 1984","57.71 [48.67-67.92]","61.9 [52.15-73.14]","53.3 [44.81-62.96]","6 931 [5 857-8 141]","3 812 [3 218-4 494]","3 119 [2 626-3 679]"
"Libya"," 1983","60.84 [51.17-71.45]","65.11 [54.82-76.87]","56.22 [47.24-66.36]","7 127 [6 006-8 353]","3 912 [3 296-4 604]","3 215 [2 703-3 784]"
"Libya"," 1982","64.05 [53.96-75.25]","68.54 [57.57-80.96]","59.29 [49.79-69.97]","7 308 [6 168-8 571]","4 006 [3 370-4 719]","3 302 [2 779-3 888]"
"Libya"," 1981","67.43 [56.7-79.5]","72 [60.48-85.19]","62.56 [52.5-74.22]","7 529 [6 343-8 852]","4 116 [3 463-4 854]","3 413 [2 868-4 039]"
"Libya"," 1980","70.97 [59.69-84.04]","75.57 [63.31-89.72]","66.06 [55.39-78.64]","7 801 [6 580-9 204]","4 248 [3 568-5 023]","3 553 [2 984-4 213]"
"Libya"," 1979","74.81 [62.82-88.74]","79.53 [66.49-94.51]","69.95 [58.49-83.3]","8 007 [6 745-9 463]","4 343 [3 644-5 145]","3 664 [3 074-4 349]"
"Libya"," 1978","79.09 [66.26-94.06]","83.82 [70.06-99.99]","74.16 [61.9-88.34]","8 144 [6 845-9 649]","4 406 [3 695-5 237]","3 738 [3 130-4 438]"
"Libya"," 1977","83.77 [70.21-99.83]","88.49 [73.95-105.82]","78.86 [65.82-94.26]","8 307 [6 987-9 858]","4 483 [3 760-5 342]","3 824 [3 202-4 555]"
"Libya"," 1976","89.04 [74.59-106.26]","93.76 [78.09-112.32]","84.08 [70.09-100.63]","8 525 [7 166-10 135]","4 592 [3 835-5 481]","3 933 [3 289-4 690]"
"Libya"," 1975","94.95 [79.59-113.31]","99.71 [83.26-119.24]","89.88 [75.1-107.81]","8 813 [7 409-10 490]","4 739 [3 968-5 649]","4 074 [3 409-4 866]"
"Libya"," 1974","101.58 [85.08-121.05]","106.26 [88.77-126.88]","96.52 [80.5-115.64]","9 148 [7 679-10 876]","4 902 [4 101-5 833]","4 246 [3 547-5 072]"
"Libya"," 1973","108.87 [91.45-129.41]","113.6 [95.05-135.25]","104.01 [86.95-124.43]","9 605 [8 084-11 401]","5 124 [4 296-6 093]","4 481 [3 752-5 354]"
"Libya"," 1972","117.11 [98.54-138.52]","121.72 [102.06-144.36]","112.13 [94.11-133.97]","10 290 [8 673-12 147]","5 474 [4 596-6 480]","4 816 [4 044-5 738]"
