"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Somalia"," 1999","172.9 [136.11-231.48]","179.78 [140.84-240.98]","165.63 [129.74-221.19]","67 907 [53 636-90 549]","36 159 [28 423-48 246]","31 748 [24 962-42 235]"
"Somalia"," 1998","172.9 [136.11-231.48]","179.88 [141.04-240.52]","165.68 [129.59-221.33]","65 370 [51 632-87 168]","34 813 [27 411-46 359]","30 557 [23 995-40 681]"
"Somalia"," 1997","172.9 [136.11-231.48]","179.92 [141.17-240.77]","165.66 [129.61-221.62]","63 021 [49 779-84 033]","33 569 [26 458-44 768]","29 452 [23 118-39 229]"
"Somalia"," 1996","172.9 [136.11-231.48]","179.93 [141.23-240.74]","165.7 [129.39-221.33]","61 027 [48 192-81 397]","32 499 [25 596-43 331]","28 528 [22 361-37 978]"
"Somalia"," 1995","172.9 [136.11-231.48]","179.89 [141.12-240.85]","165.7 [129.54-221.84]","59 592 [47 024-79 523]","31 719 [24 957-42 332]","27 873 [21 843-37 246]"
"Somalia"," 1994","172.91 [136.11-231.48]","180.04 [141.14-240.55]","165.6 [129.7-221.18]","58 110 [45 789-77 745]","30 933 [24 270-41 322]","27 177 [21 303-36 294]"
"Somalia"," 1993","173.13 [136.58-231.2]","180.22 [141.65-240.7]","165.84 [130.15-220.86]","57 377 [45 219-76 761]","30 514 [23 950-40 832]","26 863 [21 080-35 904]"
"Somalia"," 1992","174.11 [138.63-228.89]","181.29 [144.24-238.48]","166.77 [132.31-219.06]","58 936 [46 887-77 746]","31 348 [24 927-41 446]","27 588 [21 821-36 419]"
"Somalia"," 1991","176.56 [143.59-225.73]","183.73 [149.48-235.4]","169.12 [137.08-215.93]","60 854 [49 446-77 975]","32 369 [26 303-41 521]","28 485 [23 095-36 469]"
"Somalia"," 1990","180.42 [149.54-223.67]","187.49 [154.99-232.41]","172.61 [142.55-214.3]","62 143 [51 575-76 994]","33 059 [27 319-41 005]","29 084 [24 023-36 104]"
"Somalia"," 1989","183.78 [153.2-223.25]","191.04 [159.07-232.76]","175.79 [146.2-214.29]","63 210 [52 836-76 797]","33 650 [28 062-40 908]","29 560 [24 622-35 908]"
"Somalia"," 1988","186.37 [154.05-226.05]","193.95 [159.68-236.17]","178.4 [147.57-217.56]","","",""
"Somalia"," 1987","188.62 [153.84-232.54]","196.15 [159.72-242.17]","180.45 [147.01-222.43]","","",""
"Somalia"," 1986","190.3 [153.06-239.16]","197.84 [158.74-249.13]","182.27 [146.09-229.7]","","",""
"Somalia"," 1985","192.5 [151.55-246.72]","199.75 [157.01-257.5]","184.28 [144.51-236.48]","","",""
"Somalia"," 1984","194.8 [148.7-256.71]","202.3 [154.15-267.15]","186.32 [142.23-246.39]","","",""
"Somalia"," 1983","197.58 [145.47-270.92]","","","","",""
"Somalia"," 1982","201.14 [140.61-292.19]","","","","",""
"Sudan"," 2021","54.9 [37.16-80.55]","59.7 [40.56-87.76]","49.78 [33.75-73.49]","82 570 [56 040-120 870]","45 846 [31 182-67 172]","36 724 [24 919-54 040]"
"Sudan"," 2020","56.58 [40.01-80.2]","61.62 [43.46-87.08]","51.37 [36.22-72.93]","84 074 [59 596-118 937]","46 693 [33 023-65 888]","37 381 [26 433-52 976]"
"Sudan"," 2019","58.43 [42.73-79.89]","63.47 [46.33-86.97]","53.08 [38.91-72.82]","85 393 [62 612-116 526]","47 366 [34 616-64 734]","38 027 [27 914-52 033]"
"Sudan"," 2018","60.28 [45.63-79.72]","65.32 [49.53-86.58]","54.85 [41.49-72.85]","86 237 [65 432-113 935]","47 753 [36 221-63 069]","38 484 [29 145-50 946]"
"Sudan"," 2017","62.12 [48.62-79.72]","67.36 [52.83-86.41]","56.63 [44.2-72.87]","86 872 [68 152-111 361]","48 088 [37 778-61 596]","38 784 [30 314-49 829]"
"Sudan"," 2016","64.06 [51.68-79.91]","69.39 [55.91-86.55]","58.46 [46.89-73.08]","87 655 [70 873-109 214]","48 482 [39 123-60 340]","39 173 [31 473-48 916]"
"Sudan"," 2015","66.05 [54.5-80.11]","71.42 [58.91-86.79]","60.37 [49.62-73.39]","88 213 [72 862-106 858]","48 712 [40 232-59 077]","39 501 [32 484-47 939]"
"Sudan"," 2014","68.01 [57.28-80.95]","73.5 [61.72-87.64]","62.2 [52.09-74.26]","88 601 [74 689-105 321]","48 889 [41 066-58 192]","39 712 [33 281-47 349]"
"Sudan"," 2013","69.95 [59.68-81.88]","75.58 [64.34-88.6]","64.01 [54.34-75.16]","89 208 [76 177-104 369]","49 197 [41 899-57 600]","40 011 [33 975-46 936]"
"Sudan"," 2012","71.87 [62.1-82.82]","77.58 [66.88-89.66]","65.86 [56.58-76.23]","90 234 [78 035-103 904]","49 717 [42 886-57 396]","40 517 [34 817-46 833]"
"Sudan"," 2011","73.85 [64.46-84.13]","79.64 [69.45-90.86]","67.67 [58.92-77.36]","91 615 [80 084-104 258]","50 492 [44 035-57 492]","41 123 [35 816-46 922]"
"Sudan"," 2010","75.87 [66.91-85.62]","81.74 [72-92.46]","69.66 [61.2-78.93]","92 106 [81 374-103 817]","50 723 [44 711-57 260]","41 383 [36 383-46 810]"
"Sudan"," 2009","78.05 [69.35-87.43]","84.01 [74.45-94.39]","71.78 [63.54-80.73]","91 887 [81 786-102 782]","50 559 [44 854-56 690]","41 328 [36 600-46 421]"
"Sudan"," 2008","80.32 [71.81-89.5]","86.34 [76.98-96.46]","73.97 [65.86-82.71]","91 480 [81 894-101 799]","50 276 [44 858-56 051]","41 204 [36 714-46 000]"
"Sudan"," 2007","82.84 [74.46-91.72]","88.96 [79.64-98.78]","76.37 [68.38-85.05]","91 020 [81 909-100 666]","49 961 [44 762-55 378]","41 059 [36 768-45 654]"
"Sudan"," 2006","85.46 [77.13-94.31]","91.71 [82.43-101.41]","78.86 [70.92-87.38]","90 741 [81 967-100 089]","49 746 [44 724-54 943]","40 995 [36 869-45 388]"
"Sudan"," 2005","88.24 [79.87-97.13]","94.73 [85.41-104.35]","81.51 [73.52-90.01]","91 644 [82 988-100 830]","50 208 [45 304-55 272]","41 436 [37 406-45 764]"
"Sudan"," 2004","91.18 [82.81-99.97]","97.79 [88.52-107.45]","84.34 [76.36-92.68]","93 727 [85 165-102 726]","51 296 [46 490-56 323]","42 431 [38 441-46 608]"
"Sudan"," 2003","94.38 [86.05-103.01]","101.12 [91.93-110.69]","87.25 [79.35-95.75]","96 038 [87 628-104 764]","52 564 [47 797-57 460]","43 474 [39 548-47 645]"
"Sudan"," 2002","97.65 [89.37-106.4]","104.59 [95.29-114.27]","90.38 [82.36-98.91]","98 144 [89 854-106 837]","53 689 [48 939-58 585]","44 455 [40 537-48 609]"
"Sudan"," 2001","101.03 [92.63-109.97]","108.13 [98.83-117.81]","93.57 [85.51-102.42]","99 966 [91 733-108 703]","54 664 [49 982-59 485]","45 302 [41 407-49 533]"
"Sudan"," 2000","104.42 [95.99-113.68]","111.67 [102.33-121.59]","96.87 [88.71-105.93]","101 555 [93 430-110 459]","55 480 [50 865-60 372]","46 075 [42 213-50 365]"
"Sudan"," 1999","107.78 [99.25-117.37]","115.16 [105.63-125.45]","100 [91.77-109.47]","103 166 [95 068-112 267]","56 338 [51 696-61 298]","46 828 [42 980-51 206]"
"Sudan"," 1998","111.04 [102.29-120.83]","118.58 [108.86-129.28]","103.13 [94.56-112.72]","104 891 [96 683-114 049]","57 238 [52 575-62 336]","47 653 [43 712-52 042]"
"Sudan"," 1997","114.13 [105.11-124.17]","121.87 [111.93-132.89]","106.11 [97.42-115.88]","106 844 [98 486-116 188]","58 281 [53 573-63 518]","48 563 [44 623-53 008]"
"Sudan"," 1996","117.08 [107.99-127.39]","124.87 [114.83-136.12]","109 [100.17-118.96]","108 762 [100 398-118 278]","59 256 [54 539-64 579]","49 506 [45 522-54 020]"
"Sudan"," 1995","119.81 [110.63-130.29]","127.52 [117.3-139.06]","111.72 [102.79-121.91]","110 434 [102 022-120 006]","60 060 [55 297-65 431]","50 374 [46 356-54 933]"
"Sudan"," 1994","122.46 [113.24-132.98]","130.12 [119.95-141.75]","114.34 [105.29-124.49]","112 127 [103 698-121 683]","60 879 [56 137-66 240]","51 248 [47 185-55 756]"
"Sudan"," 1993","125 [115.58-135.43]","132.77 [122.39-144.36]","116.81 [107.66-127.19]","114 016 [105 499-123 443]","61 858 [57 034-67 218]","52 158 [48 079-56 733]"
"Sudan"," 1992","127.4 [117.8-137.88]","135.15 [124.7-146.58]","119.33 [109.82-129.67]","115 856 [107 234-125 379]","62 746 [57 936-68 024]","53 110 [48 898-57 681]"
"Sudan"," 1991","129.78 [120-140.28]","137.49 [126.85-148.95]","121.65 [112.11-132.03]","117 422 [108 634-126 843]","63 522 [58 632-68 753]","53 900 [49 676-58 457]"
"Sudan"," 1990","131.97 [122.14-142.61]","139.85 [129.06-151.46]","123.81 [114.18-134.39]","118 835 [110 044-128 335]","64 261 [59 346-69 607]","54 574 [50 360-59 231]"
"Sudan"," 1989","134.09 [124.22-144.98]","141.94 [131.14-153.88]","125.89 [116.26-136.51]","120 108 [111 320-129 768]","64 896 [59 997-70 292]","55 212 [51 006-59 813]"
"Sudan"," 1988","136.15 [126.12-147.18]","144.07 [133.03-155.97]","127.93 [118.11-138.75]","121 082 [112 273-130 774]","65 391 [60 437-70 723]","55 691 [51 456-60 336]"
"Sudan"," 1987","138.08 [127.92-149.24]","145.89 [134.61-158.01]","129.89 [119.93-140.93]","121 742 [112 918-131 403]","65 677 [60 689-71 011]","56 065 [51 801-60 712]"
"Sudan"," 1986","139.8 [129.51-151.21]","147.58 [136.2-159.72]","131.67 [121.58-142.81]","121 588 [112 845-131 255]","65 535 [60 566-70 791]","56 053 [51 827-60 689]"
"Sudan"," 1985","183.21 [169.93-197.99]","190.9 [176.33-206.55]","175.25 [161.73-190.04]","159 526 [147 986-172 400]","84 804 [78 363-91 751]","74 722 [68 971-81 018]"
"Sudan"," 1984","185.68 [172.24-200.61]","193.23 [178.77-209.04]","177.75 [164.31-192.81]","159 274 [147 738-172 086]","84 611 [78 259-91 535]","74 663 [68 999-80 976]"
"Sudan"," 1983","188.02 [174.49-202.97]","195.51 [181.07-211.53]","180.25 [166.76-195.1]","157 790 [146 400-170 465]","83 765 [77 516-90 641]","74 025 [68 441-80 192]"
"Sudan"," 1982","144.86 [134.59-155.98]","152.21 [141.07-164.39]","137.05 [127.08-148.43]","115 505 [107 432-124 257]","62 055 [57 563-66 920]","53 450 [49 571-57 815]"
"Sudan"," 1981","145.92 [135.49-156.97]","153.17 [141.9-165.24]","138.27 [128.11-149.52]","111 488 [103 625-119 815]","59 822 [55 466-64 461]","51 666 [47 890-55 813]"
"Sudan"," 1980","146.97 [136.51-158.09]","154.17 [142.85-166.09]","139.39 [129.32-150.69]","107 640 [100 066-115 666]","57 713 [53 496-62 088]","49 927 [46 332-53 930]"
"Sudan"," 1979","148.02 [137.57-159.09]","155.09 [143.79-167.09]","140.55 [130.41-151.85]","103 949 [96 696-111 637]","55 671 [51 652-59 914]","48 278 [44 833-52 084]"
"Sudan"," 1978","149.13 [138.7-160.22]","156.14 [144.88-168.13]","141.76 [131.36-153]","100 392 [93 473-107 783]","53 710 [49 880-57 770]","46 682 [43 278-50 331]"
"Sudan"," 1977","150.27 [139.78-161.53]","157.3 [145.83-169.32]","142.9 [132.51-154.18]","97 168 [90 476-104 354]","51 951 [48 201-55 848]","45 217 [41 950-48 734]"
"Sudan"," 1976","151.43 [140.83-162.64]","158.46 [146.78-170.61]","144.01 [133.56-155.33]","94 390 [87 859-101 283]","50 437 [46 748-54 244]","43 953 [40 784-47 362]"
"Sudan"," 1975","152.49 [141.8-163.9]","159.34 [147.66-171.68]","145.19 [134.61-156.76]","91 761 [85 405-98 533]","48 953 [45 366-52 652]","42 808 [39 703-46 161]"
"Sudan"," 1974","153.43 [142.69-165.06]","160.13 [148.42-172.8]","146.32 [135.78-157.94]","89 548 [83 355-96 257]","47 693 [44 220-51 401]","41 855 [38 847-45 120]"
"Sudan"," 1973","154.36 [143.48-166.14]","161.09 [149.17-173.78]","147.34 [136.64-159.22]","87 853 [81 740-94 448]","46 764 [43 325-50 397]","41 089 [38 127-44 361]"
"Sudan"," 1972","155.26 [144.12-167.17]","161.92 [149.91-174.82]","148.21 [137.2-160.23]","86 182 [80 078-92 705]","45 862 [42 496-49 452]","40 320 [37 351-43 539]"
"Sudan"," 1971","156.1 [144.87-168.21]","162.78 [150.51-175.86]","149.1 [137.88-161.25]","84 172 [78 190-90 603]","44 786 [41 438-48 338]","39 386 [36 449-42 539]"
"Sudan"," 1970","157.05 [145.41-169.37]","163.77 [151.19-176.96]","149.97 [138.36-162.33]","82 006 [76 008-88 342]","43 646 [40 313-47 091]","38 360 [35 405-41 486]"
"Sudan"," 1969","158.13 [146.33-170.68]","164.86 [151.9-178.36]","151.05 [139.12-163.55]","80 009 [74 107-86 273]","42 574 [39 264-46 010]","37 435 [34 507-40 503]"
"Sudan"," 1968","159.47 [147.41-172.23]","166.23 [153.23-180.07]","152.2 [140.07-165.2]","78 200 [72 328-84 379]","41 633 [38 394-45 009]","36 567 [33 659-39 614]"
"Sudan"," 1967","161 [148.71-173.91]","167.8 [154.62-181.76]","153.66 [141.46-166.68]","76 443 [70 685-82 492]","40 699 [37 502-43 996]","35 744 [32 898-38 701]"
"Sudan"," 1966","162.73 [150.3-175.88]","169.64 [156.05-184.03]","155.38 [143.05-168.71]","74 575 [68 936-80 513]","39 702 [36 545-43 003]","34 873 [32 119-37 798]"
"Sudan"," 1965","164.71 [152.26-178.3]","171.75 [158.01-186.48]","157.11 [144.55-170.83]","72 823 [67 385-78 715]","38 796 [35 714-42 044]","34 027 [31 316-36 927]"
"Sudan"," 1964","166.82 [154.11-180.79]","174.1 [160.04-189.21]","159.3 [146.37-173.31]","71 149 [65 803-76 988]","37 902 [34 894-41 141]","33 247 [30 585-36 139]"
"Sudan"," 1963","169.2 [156.22-183.57]","176.57 [162.07-192.05]","161.64 [148.33-176.1]","69 587 [64 320-75 392]","37 056 [34 068-40 252]","32 531 [29 898-35 403]"
"Sudan"," 1962","171.84 [158.49-186.7]","179.19 [164.4-195.28]","164.07 [150.34-179.12]","68 162 [62 932-73 958]","36 286 [33 318-39 469]","31 876 [29 229-34 758]"
"Sudan"," 1961","174.5 [160.49-189.82]","181.97 [166.55-198.77]","166.65 [152.3-182.34]","67 014 [61 724-72 783]","35 666 [32 679-38 891]","31 348 [28 680-34 244]"
"Sudan"," 1960","177.35 [162.45-193.56]","184.81 [168.61-202.45]","169.44 [154.29-185.7]","66 235 [60 761-72 202]","35 235 [32 187-38 524]","31 000 [28 259-33 910]"
"Sudan"," 1959","180.28 [164.13-197.34]","187.88 [170.5-206.32]","172.38 [156.14-189.57]","65 489 [59 737-71 548]","34 826 [31 672-38 185]","30 663 [27 821-33 669]"
"Sudan"," 1958","183.44 [166.04-201.57]","190.99 [172.33-210.64]","175.45 [157.84-194.02]","64 779 [58 774-71 020]","34 426 [31 143-37 882]","30 353 [27 359-33 489]"
"Sudan"," 1957","186.71 [167.41-206.1]","194.3 [173.68-215.24]","178.54 [159.52-198.7]","","",""
"Sudan"," 1956","190 [168.69-211.39]","197.59 [174.92-220.4]","181.88 [160.69-203.97]","","",""
"Sudan"," 1955","193.23 [169.59-217.26]","200.86 [175.74-226.63]","185.03 [161.72-209.79]","","",""
"Sudan"," 1954","196.38 [170.42-224.16]","203.99 [176.4-233.63]","188.27 [162.51-216.53]","","",""
"Sudan"," 1953","199.56 [170.73-231.76]","207.23 [176.63-240.94]","191.43 [162.84-224]","","",""
"Syrian Arab Republic"," 2021","22.27 [11.51-30.92]","24.26 [12.56-33.94]","20.08 [10.37-27.93]","9 057 [4 690-12 544]","5 073 [2 624-7 062]","3 984 [2 058-5 516]"
"Syrian Arab Republic"," 2020","22.81 [12.04-30.48]","24.88 [13.15-33.52]","20.6 [10.89-27.63]","8 771 [4 639-11 704]","4 911 [2 599-6 601]","3 860 [2 043-5 170]"
"Syrian Arab Republic"," 2019","22.62 [12.34-29.25]","24.71 [13.46-32.14]","20.36 [11.12-26.42]","8 205 [4 478-10 609]","4 600 [2 503-5 975]","3 605 [1 967-4 676]"
"Syrian Arab Republic"," 2018","23.81 [13.48-29.95]","25.9 [14.65-32.63]","21.56 [12.26-27.27]","8 631 [4 887-10 871]","4 810 [2 718-6 065]","3 821 [2 171-4 833]"
"Syrian Arab Republic"," 2017","23.93 [14.23-29.35]","25.96 [15.42-31.98]","21.7 [12.95-26.81]","9 067 [5 389-11 147]","5 038 [2 985-6 208]","4 029 [2 398-4 972]"
"Syrian Arab Republic"," 2016","39.76 [25.02-48.14]","41.79 [26.25-50.75]","37.61 [23.63-45.84]","17 306 [10 868-21 007]","9 280 [5 819-11 289]","8 026 [5 033-9 792]"
"Syrian Arab Republic"," 2015","41.82 [27.72-50.37]","43.78 [29.05-52.95]","39.7 [26.36-48.13]","20 508 [13 567-24 739]","10 964 [7 258-13 265]","9 544 [6 317-11 575]"
"Syrian Arab Republic"," 2014","47.26 [32.98-56.58]","49.19 [34.37-59.3]","45.17 [31.59-54.55]","26 488 [18 441-31 763]","14 105 [9 822-17 015]","12 383 [8 633-14 966]"
"Syrian Arab Republic"," 2013","45.43 [33.41-54.17]","47.34 [34.76-56.81]","43.38 [31.81-52.21]","27 846 [20 441-33 253]","14 862 [10 887-17 853]","12 984 [9 494-15 635]"
"Syrian Arab Republic"," 2012","37.13 [28.54-44.02]","39 [30-47]","35.11 [26.89-42.01]","23 494 [18 037-27 882]","12 651 [9 710-15 109]","10 843 [8 287-12 981]"
"Syrian Arab Republic"," 2011","20.16 [16.12-23.8]","22.02 [17.61-26.07]","18.17 [14.47-21.62]","12 790 [10 226-15 095]","7 165 [5 726-8 475]","5 625 [4 476-6 686]"
"Syrian Arab Republic"," 2010","18.92 [15.64-22.26]","20.78 [17.14-24.5]","16.96 [13.93-20.05]","12 118 [10 021-14 252]","6 823 [5 631-8 039]","5 295 [4 348-6 253]"
"Syrian Arab Republic"," 2009","18.87 [16.04-22.04]","20.73 [17.57-24.28]","16.93 [14.29-19.83]","12 270 [10 435-14 320]","6 909 [5 861-8 093]","5 361 [4 527-6 278]"
"Syrian Arab Republic"," 2008","18.92 [16.45-21.91]","20.78 [17.99-24.17]","16.96 [14.63-19.71]","12 045 [10 479-13 942]","6 786 [5 876-7 885]","5 259 [4 536-6 107]"
"Syrian Arab Republic"," 2007","19.07 [16.85-21.91]","20.96 [18.41-24.14]","17.1 [14.98-19.74]","11 328 [10 014-13 009]","6 383 [5 612-7 351]","4 945 [4 336-5 712]"
"Syrian Arab Republic"," 2006","19.33 [17.25-22.02]","21.24 [18.83-24.26]","17.33 [15.31-19.84]","10 956 [9 785-12 478]","6 172 [5 474-7 048]","4 784 [4 230-5 477]"
"Syrian Arab Republic"," 2005","19.68 [17.64-22.25]","21.62 [19.29-24.57]","17.62 [15.68-20.03]","10 903 [9 781-12 325]","6 143 [5 481-6 977]","4 760 [4 234-5 406]"
"Syrian Arab Republic"," 2004","20.11 [18.1-22.63]","22.12 [19.81-24.98]","18.01 [16.07-20.4]","10 882 [9 799-12 240]","6 133 [5 499-6 929]","4 749 [4 238-5 377]"
"Syrian Arab Republic"," 2003","20.66 [18.61-23.14]","22.72 [20.4-25.56]","18.5 [16.53-20.81]","10 937 [9 853-12 241]","6 165 [5 539-6 934]","4 772 [4 266-5 368]"
"Syrian Arab Republic"," 2002","21.32 [19.21-23.81]","23.45 [21.03-26.29]","19.07 [17.07-21.43]","11 054 [9 964-12 336]","6 234 [5 592-6 982]","4 820 [4 314-5 412]"
"Syrian Arab Republic"," 2001","22.11 [19.93-24.57]","24.33 [21.81-27.15]","19.77 [17.73-22.15]","11 162 [10 066-12 399]","6 298 [5 645-7 022]","4 864 [4 363-5 447]"
"Syrian Arab Republic"," 2000","23.02 [20.78-25.51]","25.29 [22.73-28.16]","20.61 [18.5-22.99]","11 345 [10 245-12 572]","6 392 [5 746-7 112]","4 953 [4 445-5 521]"
"Syrian Arab Republic"," 1999","24.05 [21.72-26.65]","26.38 [23.77-29.36]","21.57 [19.39-24.01]","11 698 [10 566-12 955]","6 583 [5 928-7 318]","5 115 [4 598-5 690]"
"Syrian Arab Republic"," 1998","25.19 [22.8-27.87]","27.61 [24.89-30.67]","22.66 [20.38-25.17]","12 097 [10 954-13 379]","6 796 [6 131-7 547]","5 301 [4 769-5 888]"
"Syrian Arab Republic"," 1997","26.46 [23.97-29.26]","28.92 [26.1-32.14]","23.86 [21.5-26.51]","12 577 [11 403-13 906]","7 051 [6 364-7 831]","5 526 [4 982-6 140]"
"Syrian Arab Republic"," 1996","27.83 [25.2-30.85]","30.36 [27.39-33.74]","25.18 [22.71-27.98]","13 115 [11 880-14 530]","7 334 [6 622-8 148]","5 781 [5 217-6 418]"
"Syrian Arab Republic"," 1995","29.3 [26.53-32.47]","31.89 [28.8-35.5]","26.56 [23.96-29.57]","13 655 [12 367-15 122]","7 623 [6 884-8 474]","6 032 [5 443-6 710]"
"Syrian Arab Republic"," 1994","30.81 [27.91-34.16]","33.48 [30.22-37.23]","28.01 [25.27-31.21]","14 142 [12 817-15 667]","7 879 [7 116-8 759]","6 263 [5 653-6 976]"
"Syrian Arab Republic"," 1993","32.34 [29.27-35.85]","34.98 [31.55-38.92]","29.53 [26.65-32.89]","14 556 [13 183-16 130]","8 078 [7 284-8 979]","6 478 [5 847-7 210]"
"Syrian Arab Republic"," 1992","33.83 [30.64-37.45]","36.54 [32.95-40.57]","30.98 [27.95-34.39]","15 013 [13 603-16 615]","8 315 [7 502-9 230]","6 698 [6 045-7 434]"
"Syrian Arab Republic"," 1991","35.31 [31.91-38.98]","38.1 [34.33-42.22]","32.36 [29.13-35.95]","15 642 [14 141-17 261]","8 657 [7 801-9 589]","6 985 [6 290-7 757]"
"Syrian Arab Republic"," 1990","36.74 [33.21-40.55]","39.52 [35.61-43.77]","33.81 [30.42-37.44]","16 297 [14 735-17 981]","8 991 [8 105-9 952]","7 306 [6 573-8 084]"
"Syrian Arab Republic"," 1989","38.18 [34.42-42.17]","41.01 [36.85-45.4]","35.24 [31.66-39.06]","16 922 [15 265-18 676]","9 319 [8 382-10 319]","7 603 [6 835-8 426]"
"Syrian Arab Republic"," 1988","39.77 [35.76-43.91]","42.53 [38.14-47.09]","36.88 [33.02-40.82]","17 574 [15 815-19 386]","9 640 [8 653-10 669]","7 934 [7 108-8 779]"
"Syrian Arab Republic"," 1987","41.49 [37.24-45.81]","44.21 [39.64-48.97]","38.62 [34.52-42.74]","18 144 [16 296-20 012]","9 922 [8 903-10 979]","8 222 [7 354-9 093]"
"Syrian Arab Republic"," 1986","43.39 [38.96-47.91]","46.03 [41.22-51.03]","40.58 [36.32-44.92]","18 632 [16 749-20 553]","10 149 [9 093-11 235]","8 483 [7 593-9 383]"
"Syrian Arab Republic"," 1985","45.51 [40.85-50.23]","48.18 [43.15-53.41]","42.67 [38.26-47.31]","19 104 [17 169-21 066]","10 386 [9 309-11 503]","8 718 [7 822-9 656]"
"Syrian Arab Republic"," 1984","47.91 [43.11-52.87]","50.52 [45.35-55.93]","45.14 [40.48-50.03]","19 650 [17 696-21 663]","10 641 [9 556-11 768]","9 009 [8 084-9 970]"
"Syrian Arab Republic"," 1983","50.53 [45.54-55.7]","53.13 [47.76-58.82]","47.8 [42.99-52.96]","20 252 [18 275-22 300]","10 934 [9 842-12 091]","9 318 [8 392-10 314]"
"Syrian Arab Republic"," 1982","70.14 [63.39-77.33]","72.68 [65.41-80.43]","67.41 [60.86-74.7]","27 535 [24 897-30 342]","14 655 [13 189-16 197]","12 880 [11 626-14 259]"
"Syrian Arab Republic"," 1981","62.96 [57.09-69.35]","65.46 [59.07-72.39]","60.35 [54.52-66.74]","24 274 [22 024-26 710]","12 954 [11 699-14 315]","11 320 [10 233-12 513]"
"Syrian Arab Republic"," 1980","60.03 [54.64-66.05]","62.45 [56.56-68.87]","57.49 [52.07-63.41]","22 689 [20 675-24 939]","12 116 [10 988-13 344]","10 573 [9 587-11 650]"
"Syrian Arab Republic"," 1979","63.68 [58.09-69.97]","65.98 [59.92-72.66]","61.29 [55.69-67.5]","23 485 [21 446-25 769]","12 487 [11 351-13 732]","10 998 [10 004-12 101]"
"Syrian Arab Republic"," 1978","67.58 [61.71-74.23]","69.71 [63.36-76.81]","65.36 [59.46-71.92]","24 269 [22 185-26 614]","12 846 [11 688-14 138]","11 423 [10 403-12 553]"
"Syrian Arab Republic"," 1977","71.63 [65.5-78.49]","73.55 [66.88-80.81]","69.68 [63.52-76.62]","24 956 [22 846-27 310]","13 143 [11 970-14 427]","11 813 [10 785-12 978]"
"Syrian Arab Republic"," 1976","75.79 [69.31-82.97]","77.35 [70.42-84.96]","74.13 [67.46-81.65]","25 563 [23 406-27 953]","13 385 [12 199-14 680]","12 178 [11 094-13 397]"
"Syrian Arab Republic"," 1975","80.03 [73.27-87.5]","81.4 [74.22-89.29]","78.52 [71.59-86.33]","26 173 [23 984-28 580]","13 661 [12 461-14 962]","12 512 [11 418-13 738]"
"Syrian Arab Republic"," 1974","84.32 [77.24-92.08]","85.63 [78.01-93.86]","83 [75.71-91.1]","26 778 [24 563-29 213]","13 944 [12 721-15 270]","12 834 [11 723-14 076]"
"Syrian Arab Republic"," 1973","88.86 [81.43-96.97]","90.01 [82.02-98.65]","87.67 [79.97-96.21]","27 439 [25 177-29 901]","14 258 [13 013-15 609]","13 181 [12 041-14 448]"
"Syrian Arab Republic"," 1972","93.67 [85.88-102.15]","94.68 [86.35-103.76]","92.65 [84.44-101.52]","28 107 [25 801-30 608]","14 574 [13 310-15 953]","13 533 [12 353-14 813]"
"Syrian Arab Republic"," 1971","98.87 [90.61-107.79]","99.75 [91.04-109.31]","98.01 [89.28-107.27]","28 814 [26 446-31 366]","14 913 [13 637-16 322]","13 901 [12 683-15 192]"
"Syrian Arab Republic"," 1970","104.49 [95.78-114.09]","105.14 [95.94-115.22]","103.78 [94.52-113.76]","29 477 [27 056-32 133]","15 225 [13 912-16 658]","14 252 [13 000-15 599]"
"Syrian Arab Republic"," 1969","110.45 [101.19-120.65]","110.93 [101.22-121.74]","109.88 [99.99-120.67]","29 995 [27 520-32 711]","15 464 [14 132-16 944]","14 531 [13 239-15 929]"
"Syrian Arab Republic"," 1968","116.57 [106.85-127.49]","116.96 [106.75-128.48]","116.09 [105.82-127.59]","30 497 [27 994-33 306]","15 706 [14 347-17 225]","14 791 [13 495-16 232]"
"Syrian Arab Republic"," 1967","122.77 [112.45-134.42]","122.94 [112.08-135.15]","122.48 [111.68-134.67]","31 019 [28 447-33 916]","15 945 [14 553-17 498]","15 074 [13 756-16 548]"
"Syrian Arab Republic"," 1966","128.78 [117.96-141.11]","128.88 [117.59-141.51]","128.8 [117.45-141.62]","31 442 [28 838-34 409]","16 137 [14 751-17 701]","15 305 [13 979-16 818]"
"Syrian Arab Republic"," 1965","134.85 [123.53-147.42]","134.64 [122.82-147.83]","134.98 [122.99-148.46]","31 849 [29 216-34 762]","16 320 [14 906-17 890]","15 529 [14 169-17 041]"
"Syrian Arab Republic"," 1964","140.82 [128.77-154.03]","140.4 [127.82-154.45]","141.16 [128.19-155.17]","32 227 [29 516-35 191]","16 491 [15 030-18 096]","15 736 [14 309-17 267]"
"Syrian Arab Republic"," 1963","147.14 [134.24-161.07]","146.4 [133.09-161.25]","147.6 [133.91-162.38]","32 724 [29 895-35 760]","16 722 [15 207-18 371]","16 002 [14 526-17 540]"
