"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Singapore"," 1973","22.12 [21.42-22.86]","24.73 [23.89-25.65]","19.37 [18.65-20.11]","1 025 [993-1 060]","591 [572-614]","434 [418-451]"
"Singapore"," 1972","24.13 [23.47-24.82]","26.92 [26.1-27.78]","21.2 [20.51-21.93]","1 112 [1 081-1 144]","639 [620-660]","473 [458-490]"
"Singapore"," 1971","25.7 [25.01-26.4]","28.55 [27.7-29.43]","22.68 [21.94-23.43]","1 160 [1 129-1 192]","663 [643-683]","497 [481-514]"
"Singapore"," 1970","27.05 [26.36-27.76]","29.93 [29.07-30.81]","24.04 [23.29-24.8]","1 236 [1 204-1 268]","701 [682-723]","535 [518-551]"
"Singapore"," 1969","28.44 [27.71-29.18]","31.43 [30.53-32.35]","25.29 [24.51-26.07]","1 358 [1 323-1 393]","770 [748-792]","588 [571-607]"
"Singapore"," 1968","30.01 [29.24-30.8]","33.12 [32.17-34.08]","26.74 [25.91-27.58]","1 527 [1 488-1 567]","863 [839-888]","664 [643-685]"
"Singapore"," 1967","31.83 [31.13-32.56]","35.08 [34.19-36]","28.42 [27.63-29.22]","1 737 [1 698-1 777]","980 [956-1 006]","757 [736-778]"
"Singapore"," 1966","33.62 [32.8-34.5]","37.11 [36.09-38.16]","29.98 [29.1-30.89]","1 916 [1 869-1 965]","1 083 [1 054-1 114]","833 [809-858]"
"Singapore"," 1965","35.08 [34.25-35.9]","38.76 [37.74-39.79]","31.2 [30.33-32.1]","2 074 [2 025-2 123]","1 175 [1 144-1 206]","899 [874-925]"
"Singapore"," 1964","36.36 [35.53-37.2]","40.21 [39.17-41.24]","32.31 [31.44-33.2]","2 238 [2 187-2 290]","1 269 [1 237-1 302]","969 [942-995]"
"Singapore"," 1963","37.99 [37.08-38.92]","41.97 [40.86-43.08]","33.81 [32.84-34.81]","2 375 [2 318-2 434]","1 346 [1 312-1 383]","1 029 [1 000-1 059]"
"Singapore"," 1962","40.39 [39.5-41.32]","44.47 [43.37-45.56]","36.12 [35.17-37.11]","2 563 [2 506-2 622]","1 449 [1 414-1 485]","1 114 [1 085-1 145]"
"Singapore"," 1961","43.65 [42.58-44.7]","47.8 [46.51-49.06]","39.29 [38.18-40.42]","2 836 [2 765-2 904]","1 596 [1 554-1 639]","1 240 [1 204-1 275]"
"Singapore"," 1960","47.74 [46.65-48.84]","51.97 [50.64-53.32]","43.31 [42.14-44.45]","3 156 [3 084-3 229]","1 768 [1 725-1 816]","1 388 [1 351-1 425]"
"Singapore"," 1959","52.33 [51.1-53.64]","56.78 [55.29-58.33]","47.69 [46.37-49]","3 463 [3 381-3 549]","1 936 [1 886-1 990]","1 527 [1 486-1 571]"
"Singapore"," 1958","56.76 [55.37-58.22]","61.18 [59.55-62.85]","52.11 [50.67-53.6]","3 682 [3 592-3 778]","2 047 [1 993-2 104]","1 635 [1 591-1 684]"
"Singapore"," 1957","60.86 [59.54-62.22]","65.15 [63.58-66.73]","56.36 [54.98-57.84]","3 799 [3 717-3 884]","2 098 [2 048-2 150]","1 701 [1 660-1 747]"
"Singapore"," 1956","66.19 [64.47-67.91]","70.41 [68.44-72.38]","61.74 [60-63.55]","3 916 [3 813-4 018]","2 150 [2 089-2 211]","1 766 [1 716-1 818]"
"Singapore"," 1955","74.76 [72.95-76.56]","78.75 [76.74-80.82]","70.55 [68.63-72.47]","4 196 [4 093-4 298]","2 282 [2 223-2 342]","1 914 [1 862-1 967]"
"Singapore"," 1954","86.86 [84.89-88.85]","90.89 [88.67-93.19]","82.61 [80.49-84.78]","","",""
"Singapore"," 1953","100.92 [98.42-103.56]","104.8 [102.06-107.75]","96.87 [94.12-99.64]","","",""
"Singapore"," 1952","115.17 [112.38-118.12]","118.97 [115.95-122.28]","111.2 [108.18-114.28]","","",""
"Singapore"," 1951","129.12 [125.82-132.47]","132.88 [129.19-136.63]","125.16 [121.65-128.74]","","",""
"Singapore"," 1950","142.42 [137.12-147.78]","145.82 [140.16-151.61]","138.91 [133.43-144.46]","","",""
"Singapore"," 1949","155.5 [142.64-169.09]","","","","",""
"Solomon Islands"," 2021","18.79 [11.53-29.6]","20.45 [12.52-32.34]","17.03 [10.42-26.91]","393 [241-618]","221 [135-349]","172 [105-271]"
"Solomon Islands"," 2020","19.39 [12.38-29.57]","21.08 [13.43-32.4]","17.59 [11.19-26.92]","402 [257-613]","226 [144-347]","176 [112-270]"
"Solomon Islands"," 2019","20.02 [13.19-29.55]","21.8 [14.32-32.3]","18.17 [11.95-26.9]","412 [272-608]","231 [152-343]","181 [119-267]"
"Solomon Islands"," 2018","20.69 [14.07-29.6]","22.55 [15.24-32.17]","18.78 [12.72-26.94]","423 [287-604]","238 [161-339]","185 [126-266]"
"Solomon Islands"," 2017","21.37 [15.02-29.56]","23.26 [16.25-32.06]","19.4 [13.6-27.1]","433 [305-599]","243 [170-336]","190 [133-265]"
"Solomon Islands"," 2016","22.08 [15.99-29.58]","24 [17.28-32.16]","20.03 [14.49-27.1]","444 [322-594]","249 [180-334]","195 [141-263]"
"Solomon Islands"," 2015","22.77 [16.98-29.67]","24.73 [18.36-32.32]","20.69 [15.37-27.18]","453 [338-590]","254 [189-332]","199 [148-261]"
"Solomon Islands"," 2014","23.46 [18.04-29.93]","25.46 [19.5-32.58]","21.36 [16.3-27.46]","459 [354-585]","257 [197-329]","202 [154-259]"
"Solomon Islands"," 2013","24.14 [19.08-30.18]","26.23 [20.61-32.76]","22.01 [17.27-27.65]","462 [365-577]","259 [204-323]","203 [160-255]"
"Solomon Islands"," 2012","24.89 [20.14-30.45]","26.98 [21.77-33.09]","22.64 [18.21-27.95]","465 [376-568]","261 [210-319]","204 [164-252]"
"Solomon Islands"," 2011","25.63 [21.24-30.79]","27.79 [22.95-33.42]","23.34 [19.2-28.29]","467 [388-561]","261 [216-315]","206 [169-249]"
"Solomon Islands"," 2010","26.39 [22.25-31.21]","28.56 [24.03-33.92]","24.04 [20.07-28.66]","470 [396-555]","263 [221-312]","207 [173-246]"
"Solomon Islands"," 2009","27.1 [23.18-31.69]","29.32 [25-34.43]","24.69 [20.9-29.08]","472 [404-551]","264 [225-310]","208 [176-244]"
"Solomon Islands"," 2008","27.76 [23.98-32.15]","30 [25.84-34.95]","25.33 [21.63-29.54]","474 [410-549]","265 [228-308]","209 [179-244]"
"Solomon Islands"," 2007","28.33 [24.65-32.65]","30.63 [26.53-35.49]","25.89 [22.27-30.04]","476 [414-548]","266 [230-308]","210 [181-244]"
"Solomon Islands"," 2006","28.83 [25.25-33.03]","31.14 [27.1-35.95]","26.37 [22.81-30.47]","474 [416-543]","264 [230-305]","210 [181-242]"
"Solomon Islands"," 2005","29.23 [25.7-33.33]","31.56 [27.58-36.23]","26.76 [23.29-30.78]","471 [415-537]","263 [230-302]","208 [182-240]"
"Solomon Islands"," 2004","29.54 [26.1-33.51]","31.86 [27.96-36.35]","27.1 [23.7-31.04]","469 [415-532]","261 [230-298]","208 [182-238]"
"Solomon Islands"," 2003","29.83 [26.43-33.65]","32.12 [28.27-36.48]","27.37 [24.04-31.19]","467 [414-526]","260 [229-295]","207 [182-236]"
"Solomon Islands"," 2002","30.09 [26.77-33.8]","32.4 [28.65-36.63]","27.67 [24.39-31.37]","464 [413-520]","258 [228-291]","206 [182-233]"
"Solomon Islands"," 2001","30.4 [27.11-34.05]","32.73 [29.04-36.97]","27.93 [24.63-31.58]","461 [412-516]","256 [228-290]","205 [181-231]"
"Solomon Islands"," 2000","30.77 [27.45-34.4]","33.17 [29.39-37.37]","28.26 [24.96-31.91]","459 [410-513]","255 [227-288]","204 [180-230]"
"Solomon Islands"," 1999","31.2 [27.82-34.92]","33.64 [29.83-37.96]","28.63 [25.28-32.35]","458 [408-512]","255 [226-287]","203 [179-229]"
"Solomon Islands"," 1998","31.69 [28.21-35.51]","34.14 [30.22-38.52]","29.11 [25.66-32.91]","456 [406-510]","254 [225-286]","202 [178-228]"
"Solomon Islands"," 1997","32.23 [28.63-36.2]","34.72 [30.68-39.24]","29.58 [26.03-33.56]","455 [405-511]","253 [224-286]","202 [178-229]"
"Solomon Islands"," 1996","32.84 [29.11-36.95]","35.39 [31.17-40.04]","30.1 [26.46-34.25]","456 [405-513]","254 [224-287]","202 [178-230]"
"Solomon Islands"," 1995","33.52 [29.64-37.74]","36.17 [31.77-40.93]","30.76 [26.92-35]","456 [404-513]","254 [224-287]","202 [177-230]"
"Solomon Islands"," 1994","34.3 [30.31-38.71]","37.05 [32.5-42.03]","31.46 [27.52-35.85]","454 [402-512]","253 [223-287]","201 [176-229]"
"Solomon Islands"," 1993","35.22 [31.02-39.77]","38.01 [33.31-43.21]","32.26 [28.12-36.84]","454 [400-512]","253 [222-288]","201 [175-229]"
"Solomon Islands"," 1992","36.2 [31.84-41.02]","39.02 [34.12-44.53]","33.2 [28.88-37.98]","455 [401-516]","253 [222-289]","202 [176-231]"
"Solomon Islands"," 1991","37.23 [32.61-42.25]","40.15 [34.9-45.95]","34.12 [29.59-39.11]","458 [402-519]","255 [222-292]","203 [176-232]"
"Solomon Islands"," 1990","38.22 [33.34-43.53]","41.22 [35.74-47.32]","35.04 [30.24-40.39]","460 [402-523]","256 [223-294]","204 [176-235]"
"Solomon Islands"," 1989","39.18 [34.01-44.93]","42.23 [36.41-48.67]","36 [30.88-41.71]","461 [401-528]","256 [222-296]","205 [176-237]"
"Solomon Islands"," 1988","40.18 [34.56-46.38]","43.28 [37.07-50.21]","36.91 [31.45-43.02]","462 [398-532]","257 [220-298]","205 [175-238]"
"Solomon Islands"," 1987","41.25 [35.17-47.86]","44.45 [37.74-51.89]","37.83 [32.08-44.3]","462 [395-536]","257 [219-300]","205 [174-239]"
"Solomon Islands"," 1986","42.41 [35.85-49.49]","45.71 [38.51-53.73]","38.93 [32.72-45.79]","463 [392-540]","258 [218-303]","205 [173-241]"
"Solomon Islands"," 1985","43.69 [36.69-51.17]","47.01 [39.31-55.61]","40.11 [33.47-47.35]","464 [390-542]","258 [216-305]","206 [172-242]"
"Solomon Islands"," 1984","45.11 [37.56-53.15]","48.53 [40.22-57.66]","41.39 [34.26-49.13]","466 [388-547]","260 [215-307]","206 [171-245]"
"Solomon Islands"," 1983","46.65 [38.61-55.26]","50.13 [41.27-59.78]","42.88 [35.34-51.1]","468 [388-553]","260 [215-309]","208 [172-247]"
"Solomon Islands"," 1982","48.32 [39.86-57.39]","51.98 [42.59-62.13]","44.52 [36.56-53.19]","472 [390-559]","262 [215-313]","210 [173-250]"
"Solomon Islands"," 1981","50.26 [41.5-59.88]","53.99 [44.27-64.63]","46.43 [38.04-55.56]","477 [395-568]","264 [218-317]","213 [175-254]"
"Solomon Islands"," 1980","52.53 [43.33-62.57]","56.29 [46.32-67.52]","48.54 [39.82-58.11]","485 [401-577]","268 [222-322]","217 [178-259]"
"Solomon Islands"," 1979","55.14 [45.66-65.66]","58.99 [48.72-70.6]","51.06 [41.88-61.06]","496 [412-589]","274 [227-327]","222 [182-265]"
"Solomon Islands"," 1978","58.14 [48.26-69.12]","62.13 [51.44-74.17]","53.93 [44.39-64.41]","509 [424-604]","281 [233-335]","228 [188-272]"
"Solomon Islands"," 1977","61.62 [51.2-73.04]","65.76 [54.49-78.23]","57.2 [47.3-68.28]","525 [437-621]","290 [241-344]","235 [195-281]"
"Solomon Islands"," 1976","65.53 [54.58-77.43]","69.76 [57.92-83.01]","60.95 [50.4-72.63]","544 [454-641]","300 [249-355]","244 [202-291]"
"Solomon Islands"," 1975","77.81 [65.08-91.78]","82.25 [68.55-97.41]","73.17 [60.73-87.1]","631 [528-742]","345 [288-407]","286 [238-340]"
"Solomon Islands"," 1974","74.73 [62.74-88]","79.2 [66.37-93.88]","69.97 [58.33-83.12]","591 [497-694]","324 [272-383]","267 [223-317]"
"Solomon Islands"," 1973","80.07 [67.6-94.13]","84.74 [71.25-100.05]","75.18 [62.99-89.16]","615 [520-722]","336 [284-396]","279 [234-330]"
"Solomon Islands"," 1972","85.99 [72.9-100.99]","90.71 [76.71-107.05]","80.89 [68.28-95.95]","644 [547-754]","352 [298-413]","292 [247-346]"
"Solomon Islands"," 1971","92.29 [78.87-108.49]","97.15 [82.59-114.38]","87.06 [73.77-102.93]","674 [577-790]","367 [313-431]","307 [261-362]"
"Solomon Islands"," 1970","99.04 [84.93-116.21]","104.09 [88.88-122.4]","93.77 [79.64-110.74]","705 [606-825]","383 [328-449]","322 [274-380]"
"Solomon Islands"," 1969","106.04 [91.34-124.28]","111.3 [95.46-130.64]","100.55 [85.91-118.67]","735 [634-859]","399 [343-467]","336 [288-396]"
"Solomon Islands"," 1968","113.17 [97.88-132.05]","118.54 [101.98-138.96]","107.58 [92.05-126.39]","766 [664-893]","414 [358-485]","352 [302-413]"
"Solomon Islands"," 1967","120.26 [104.43-139.56]","125.82 [108.44-146.98]","114.61 [98.44-133.9]","798 [694-924]","431 [373-503]","367 [316-428]"
"Solomon Islands"," 1966","127.39 [110.95-147.05]","132.99 [115.19-154.57]","121.49 [104.86-140.98]","827 [721-954]","446 [387-518]","381 [330-442]"
"Solomon Islands"," 1965","134.32 [117.53-154.28]","139.94 [121.97-161.84]","128.39 [111.16-148.04]","854 [749-980]","460 [402-531]","394 [342-454]"
"Solomon Islands"," 1964","141.39 [124.18-161.72]","147.18 [128.68-169.49]","135.27 [117.67-155.38]","880 [774-1 005]","473 [415-544]","407 [354-467]"
"Solomon Islands"," 1963","148.44 [130.94-169.58]","154.34 [135.22-177.32]","142.21 [124.27-163.01]","902 [797-1 029]","484 [425-556]","418 [365-478]"
"Solomon Islands"," 1962","155.7 [137.65-177.56]","161.76 [141.93-185.58]","149.39 [130.69-171.05]","924 [818-1 051]","496 [436-567]","428 [375-489]"
"Solomon Islands"," 1961","163.26 [144.4-186.14]","169.39 [148.69-194.57]","156.74 [137.46-179.81]","944 [837-1 073]","506 [446-580]","438 [384-500]"
"Solomon Islands"," 1960","170.96 [151.04-196.08]","177.25 [155.48-204.36]","164.4 [143.9-189.18]","961 [851-1 097]","515 [453-591]","446 [391-511]"
"Solomon Islands"," 1959","179.04 [157.42-207.07]","185.43 [161.56-215.79]","172.45 [150.1-199.92]","","",""
"Solomon Islands"," 1958","187.46 [162.48-220]","193.87 [166.68-228.92]","180.59 [155.25-212.7]","","",""
"Solomon Islands"," 1957","196.22 [166.39-234.93]","202.87 [170.94-244]","189.01 [159.35-227.32]","","",""
"Solomon Islands"," 1956","205.23 [168.97-251.51]","212.06 [173.84-261.25]","198.23 [162.27-243.96]","","",""
"Solomon Islands"," 1955","214.94 [170.82-271.53]","221.91 [175.66-281.63]","207.77 [164.44-262.77]","","",""
"Tonga"," 2021","11.14 [5.98-19.44]","12.4 [6.69-21.71]","9.78 [5.24-17.11]","27 [15-48]","15 [9-28]","12 [6-20]"
"Tonga"," 2020","11.43 [6.31-19.35]","12.72 [7.06-21.63]","10.06 [5.53-17]","28 [16-48]","16 [9-28]","12 [7-20]"
"Tonga"," 2019","11.7 [6.68-19.2]","13.02 [7.46-21.37]","10.29 [5.84-16.88]","29 [17-48]","17 [10-28]","12 [7-20]"
"Tonga"," 2018","11.91 [7.07-18.86]","13.29 [7.88-21.1]","10.49 [6.18-16.61]","30 [18-48]","17 [10-28]","13 [8-20]"
"Tonga"," 2017","12.1 [7.49-18.45]","13.49 [8.35-20.59]","10.66 [6.54-16.27]","32 [20-48]","19 [11-28]","13 [8-20]"
"Tonga"," 2016","12.25 [7.92-17.9]","13.65 [8.84-19.98]","10.77 [6.94-15.8]","33 [21-48]","19 [12-28]","14 [9-20]"
"Tonga"," 2015","12.37 [8.41-17.34]","13.81 [9.41-19.39]","10.84 [7.36-15.26]","34 [23-48]","20 [13-28]","14 [10-20]"
"Tonga"," 2014","12.48 [8.92-16.8]","13.95 [9.98-18.83]","10.92 [7.78-14.77]","35 [25-47]","20 [15-27]","15 [11-20]"
"Tonga"," 2013","12.59 [9.44-16.45]","14.11 [10.52-18.39]","11.01 [8.22-14.43]","36 [27-47]","21 [16-27]","15 [11-20]"
"Tonga"," 2012","12.76 [9.88-16.15]","14.29 [11.04-18.16]","11.13 [8.63-14.19]","37 [29-47]","21 [17-27]","16 [12-20]"
"Tonga"," 2011","12.94 [10.34-16.04]","14.48 [11.55-18]","11.3 [9.03-14.09]","38 [30-47]","22 [18-28]","16 [13-20]"
"Tonga"," 2010","13.18 [10.78-15.98]","14.76 [12.05-17.96]","11.49 [9.38-14.06]","39 [32-48]","23 [19-28]","16 [13-20]"
"Tonga"," 2009","13.44 [11.17-16.08]","15.08 [12.48-18.08]","11.71 [9.68-14.12]","40 [34-48]","23 [20-28]","17 [14-20]"
"Tonga"," 2008","13.72 [11.52-16.3]","15.37 [12.88-18.31]","11.98 [10.01-14.29]","42 [35-49]","25 [20-29]","17 [15-21]"
"Tonga"," 2007","14.04 [11.87-16.58]","15.72 [13.26-18.58]","12.28 [10.33-14.54]","43 [36-51]","25 [21-30]","18 [15-21]"
"Tonga"," 2006","14.39 [12.22-16.89]","16.1 [13.65-18.96]","12.57 [10.61-14.86]","44 [38-52]","25 [22-30]","19 [16-22]"
"Tonga"," 2005","14.75 [12.58-17.28]","16.53 [14.06-19.41]","12.88 [10.9-15.15]","46 [39-53]","27 [23-31]","19 [16-22]"
"Tonga"," 2004","15.15 [12.96-17.69]","17 [14.47-19.94]","13.21 [11.2-15.53]","47 [40-54]","28 [23-32]","19 [17-23]"
"Tonga"," 2003","15.58 [13.33-18.16]","17.48 [14.9-20.46]","13.59 [11.53-15.96]","47 [40-55]","27 [23-32]","20 [17-23]"
"Tonga"," 2002","16.04 [13.73-18.67]","18 [15.35-21.02]","13.98 [11.87-16.37]","48 [41-55]","28 [24-32]","20 [17-23]"
"Tonga"," 2001","16.51 [14.15-19.16]","18.51 [15.78-21.61]","14.39 [12.25-16.86]","48 [42-56]","28 [24-33]","20 [17-24]"
"Tonga"," 2000","16.97 [14.54-19.73]","19.03 [16.22-22.19]","14.8 [12.58-17.33]","50 [43-58]","29 [25-34]","21 [18-25]"
"Tonga"," 1999","17.39 [14.87-20.21]","19.5 [16.59-22.76]","15.18 [12.91-17.79]","52 [44-60]","30 [26-35]","22 [18-25]"
"Tonga"," 1998","17.77 [15.18-20.71]","19.91 [16.92-23.26]","15.52 [13.18-18.24]","53 [45-62]","31 [26-36]","22 [19-26]"
"Tonga"," 1997","18.14 [15.47-21.2]","20.32 [17.28-23.85]","15.83 [13.43-18.7]","54 [46-64]","31 [27-37]","23 [19-27]"
"Tonga"," 1996","18.5 [15.73-21.72]","20.71 [17.57-24.42]","16.17 [13.68-19.14]","56 [48-66]","32 [28-38]","24 [20-28]"
"Tonga"," 1995","18.9 [16.03-22.27]","21.16 [17.86-25]","16.54 [13.92-19.56]","58 [49-68]","34 [28-40]","24 [20-29]"
"Tonga"," 1994","19.39 [16.39-22.93]","21.67 [18.25-25.75]","16.96 [14.21-20.12]","60 [50-71]","35 [29-41]","25 [21-30]"
"Tonga"," 1993","19.96 [16.82-23.66]","22.28 [18.72-26.56]","17.45 [14.61-20.79]","62 [52-73]","36 [30-43]","26 [22-31]"
"Tonga"," 1992","20.61 [17.31-24.51]","23.01 [19.27-27.5]","18.04 [15.08-21.58]","64 [53-76]","37 [31-44]","27 [22-32]"
"Tonga"," 1991","21.36 [17.94-25.48]","23.88 [19.96-28.56]","18.7 [15.63-22.43]","65 [55-78]","37 [32-45]","28 [23-33]"
"Tonga"," 1990","22.19 [18.61-26.5]","24.79 [20.72-29.77]","19.43 [16.18-23.38]","68 [57-81]","40 [33-47]","28 [24-34]"
"Tonga"," 1989","23.02 [19.24-27.57]","25.71 [21.43-30.97]","20.16 [16.77-24.33]","70 [59-84]","40 [34-49]","30 [25-36]"
"Tonga"," 1988","23.81 [19.86-28.69]","26.61 [22.09-32.18]","20.88 [17.29-25.26]","73 [61-88]","42 [35-51]","31 [25-37]"
"Tonga"," 1987","24.55 [20.38-29.63]","27.41 [22.65-33.28]","21.52 [17.75-26.14]","77 [64-92]","45 [37-54]","32 [27-39]"
"Tonga"," 1986","25.19 [20.89-30.52]","28.12 [23.16-34.23]","22.09 [18.19-26.92]","81 [67-98]","47 [39-57]","34 [28-41]"
"Tonga"," 1985","25.8 [21.34-31.31]","28.78 [23.65-35.14]","22.66 [18.58-27.66]","85 [70-103]","49 [40-60]","36 [29-44]"
"Tonga"," 1984","26.41 [21.78-32.1]","29.47 [24.12-36.04]","23.22 [18.97-28.37]","89 [73-108]","51 [42-63]","38 [31-46]"
"Tonga"," 1983","27.06 [22.29-32.95]","30.18 [24.72-36.89]","23.79 [19.46-29.13]","92 [76-112]","53 [44-65]","39 [32-48]"
"Tonga"," 1982","27.82 [22.86-33.86]","31.01 [25.43-37.95]","24.46 [19.97-30.03]","95 [78-116]","55 [45-67]","40 [33-49]"
"Tonga"," 1981","28.66 [23.56-34.98]","31.92 [26.15-39.18]","25.21 [20.59-30.92]","98 [80-119]","57 [46-69]","41 [34-51]"
"Tonga"," 1980","29.63 [24.39-36.24]","33.04 [27.05-40.56]","26.12 [21.35-32.07]","100 [82-122]","58 [47-71]","42 [35-52]"
"Tonga"," 1979","30.85 [25.33-37.56]","34.34 [28.1-42.09]","27.17 [22.25-33.35]","102 [84-125]","59 [49-72]","43 [36-53]"
"Tonga"," 1978","32.21 [26.45-39.14]","35.76 [29.32-43.92]","28.4 [23.19-34.82]","105 [86-127]","61 [50-74]","44 [36-54]"
"Tonga"," 1977","33.68 [27.66-40.99]","37.36 [30.59-45.79]","29.73 [24.21-36.48]","107 [88-130]","61 [51-76]","46 [37-56]"
"Tonga"," 1976","35.26 [28.91-43.08]","39.13 [31.95-47.95]","31.19 [25.35-38.28]","110 [91-135]","63 [52-78]","47 [38-58]"
"Tonga"," 1975","36.99 [30.28-45.25]","40.94 [33.41-50.26]","32.83 [26.63-40.28]","114 [94-140]","65 [54-81]","49 [40-60]"
"Tonga"," 1974","38.91 [31.83-47.6]","43 [35.06-52.88]","34.66 [28.11-42.55]","120 [98-146]","69 [56-84]","51 [41-63]"
"Tonga"," 1973","41.08 [33.46-50.35]","45.32 [36.86-55.85]","36.54 [29.69-45.01]","126 [103-155]","72 [59-89]","54 [44-67]"
"Tonga"," 1972","43.46 [35.39-53.42]","47.94 [38.83-59.23]","38.76 [31.42-47.98]","135 [110-166]","77 [63-96]","58 [47-72]"
"Tonga"," 1971","46.27 [37.47-56.93]","50.89 [41.05-63.16]","41.31 [33.37-51.27]","146 [118-180]","83 [67-104]","63 [51-78]"
"Tonga"," 1970","49.38 [39.85-61.06]","54.19 [43.52-67.61]","44.27 [35.64-55.13]","159 [128-196]","91 [73-113]","68 [55-85]"
"Tonga"," 1969","52.85 [42.48-65.72]","57.82 [46.24-72.49]","47.53 [38.02-59.3]","173 [139-215]","98 [79-123]","75 [60-93]"
"Tonga"," 1968","56.59 [45.26-70.94]","61.8 [49.19-77.98]","51.06 [40.62-64.09]","188 [150-235]","107 [85-134]","81 [65-102]"
"Tonga"," 1967","60.64 [48.07-76.41]","66.14 [52.05-83.78]","54.86 [43.31-69.38]","","",""
"Tonga"," 1966","64.87 [50.81-82.54]","70.53 [55.01-90.14]","58.84 [45.94-75.18]","","",""
"Tonga"," 1965","69.23 [53.54-89.25]","75.16 [57.85-97.22]","63 [48.57-81.71]","","",""
"Tonga"," 1964","73.78 [56.04-96.79]","79.91 [60.52-104.99]","67.42 [51.08-88.71]","","",""
"Tonga"," 1963","78.82 [58.5-105.39]","85.04 [63.13-114.04]","72.09 [53.51-96.85]","","",""
"Tuvalu"," 2021","21.25 [11.93-37.34]","23.33 [13.03-41.04]","19.02 [10.69-33.6]","6 [3-10]","4 [2-6]","2 [1-4]"
"Tuvalu"," 2020","21.93 [12.76-37.58]","24.14 [13.99-41.26]","19.65 [11.35-33.74]","6 [3-10]","4 [2-5]","2 [1-4]"
"Tuvalu"," 2019","22.68 [13.62-37.6]","24.98 [14.97-41.31]","20.33 [12.12-33.92]","6 [3-10]","3 [2-5]","3 [1-4]"
"Tuvalu"," 2018","23.57 [14.55-37.74]","25.87 [15.92-41.46]","21.09 [12.97-33.93]","6 [4-9]","3 [2-5]","3 [2-4]"
"Tuvalu"," 2017","24.34 [15.61-37.57]","26.77 [17.13-41.31]","21.84 [13.91-33.85]","6 [4-9]","3 [2-5]","3 [2-4]"
"Tuvalu"," 2016","25.26 [16.82-37.31]","27.68 [18.4-41.02]","22.66 [15.02-33.73]","6 [4-9]","3 [2-5]","3 [2-4]"
"Tuvalu"," 2015","26.1 [18.11-37.2]","28.64 [19.83-40.71]","23.45 [16.21-33.45]","6 [4-9]","3 [2-5]","3 [2-4]"
"Tuvalu"," 2014","27.08 [19.52-37.14]","29.66 [21.4-40.56]","24.25 [17.5-33.42]","7 [5-9]","4 [3-5]","3 [2-4]"
"Tuvalu"," 2013","28 [21.06-37]","30.72 [22.99-40.63]","25.14 [18.79-33.35]","7 [5-9]","4 [3-5]","3 [2-4]"
"Tuvalu"," 2012","29.02 [22.5-37.13]","31.83 [24.62-40.82]","26.06 [20.1-33.56]","7 [5-9]","4 [3-5]","3 [2-4]"
"Tuvalu"," 2011","30.11 [23.99-37.59]","33.05 [26.25-41.2]","27.09 [21.49-34.02]","7 [6-9]","4 [3-5]","3 [2-4]"
"Tuvalu"," 2010","31.33 [25.56-38.17]","34.36 [28.01-41.86]","28.16 [22.88-34.51]","7 [6-9]","4 [3-5]","3 [3-4]"
"Tuvalu"," 2009","32.66 [27.23-38.88]","35.72 [29.71-42.73]","29.41 [24.39-35.29]","7 [6-9]","4 [4-5]","3 [3-4]"
"Tuvalu"," 2008","34.05 [28.96-39.88]","37.29 [31.56-43.84]","30.6 [25.9-36.1]","8 [7-9]","5 [4-5]","3 [3-4]"
"Tuvalu"," 2007","35.37 [30.58-40.83]","38.79 [33.31-44.83]","31.8 [27.37-36.98]","8 [7-9]","4 [4-5]","4 [3-4]"
"Tuvalu"," 2006","36.64 [32.07-41.76]","40.12 [34.93-45.88]","32.98 [28.74-37.89]","8 [7-10]","4 [4-5]","4 [3-4]"
"Tuvalu"," 2005","37.78 [33.41-42.56]","41.3 [36.29-46.74]","34.06 [29.95-38.7]","9 [8-10]","5 [4-6]","4 [3-4]"
"Tuvalu"," 2004","38.73 [34.57-43.28]","42.28 [37.56-47.53]","34.96 [30.96-39.36]","9 [8-10]","5 [4-6]","4 [3-4]"
"Tuvalu"," 2003","39.56 [35.49-43.89]","43.11 [38.51-48.17]","35.77 [31.82-40.03]","9 [8-10]","5 [5-6]","4 [4-5]"
"Tuvalu"," 2002","40.32 [36.3-44.67]","43.96 [39.32-48.97]","36.46 [32.62-40.64]","10 [9-11]","6 [5-6]","4 [4-5]"
"Tuvalu"," 2001","41.15 [37.17-45.46]","44.9 [40.28-49.93]","37.23 [33.35-41.41]","10 [9-11]","5 [5-6]","5 [4-5]"
"Tuvalu"," 2000","42.17 [38.12-46.43]","45.93 [41.34-51.07]","38.13 [34.22-42.36]","11 [10-12]","6 [5-7]","5 [4-5]"
"Tuvalu"," 1999","43.32 [39.24-47.78]","47.13 [42.44-52.42]","39.25 [35.23-43.67]","11 [10-13]","6 [6-7]","5 [5-6]"
"Tuvalu"," 1998","44.64 [40.38-49.31]","48.51 [43.68-54.07]","40.46 [36.26-45.14]","12 [11-13]","7 [6-8]","5 [5-6]"
